,Unnamed: 0,source,name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
31291,31291,city scrape,Spacious and Cozy Apartment Barra Olímpica,2024-01-02,,within an hour,100%,83%,t,Jacarepaguá,1.0,1.0,t,"Rio de Janeiro, Brazil",Jacarepaguá,Entire rental unit,Entire home/apt,6,2.5,3.0,5.0,$560.00,2,180,1,2,180,180,t,3,16,38,43,23,23,4,2024-07-08,2024-12-19,5.0,5.0,5.0,5.0,5.0,4.96,4.96,f,1,1,0,0,3.99
31293,31293,city scrape,Cabaninha da L' Erastre,2024-04-06,,within an hour,100%,100%,f,Recreio dos Bandeirantes,1.0,1.0,t,,Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$236.00,2,90,2,2,90,90,t,4,28,54,59,12,12,4,2024-09-15,2024-12-12,4.83,4.92,4.83,5.0,5.0,4.42,4.83,f,1,1,0,0,3.46
31294,31294,city scrape,Flamboyant,2021-12-15,Brazil,within a day,67%,67%,f,Jacarepaguá,1.0,5.0,f,,Jacarepaguá,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,$500.00,2,365,2,2,365,365,t,0,24,47,225,2,2,0,2024-09-15,2024-09-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0,0.58
31296,31296,city scrape,FLAT novo Lazer/negócios-Rio Centro e Praias-02,2022-08-19,"Rio de Janeiro, Brazil",within an hour,100%,97%,t,Recreio dos Bandeirantes,25.0,28.0,t,,Jacarepaguá,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$416.00,2,365,2,5,365,365,t,21,28,28,28,21,21,1,2024-07-01,2024-12-22,4.86,4.95,4.95,4.81,4.95,4.9,4.86,f,19,19,0,0,3.5
31297,31297,city scrape,APT TOP Lazer/negócios - Rio Centro e Praias-02,2022-08-19,"Rio de Janeiro, Brazil",within an hour,100%,97%,t,Recreio dos Bandeirantes,25.0,28.0,t,,Jacarepaguá,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$452.00,2,365,1,5,365,365,t,14,44,44,44,24,24,4,2024-07-04,2024-12-26,4.83,4.83,4.83,4.83,4.83,4.83,4.83,f,19,19,0,0,4.07
31298,31298,city scrape,Studio Liberty Flamengo com Café da Manhã,2022-01-27,"São Paulo, Brazil",within an hour,80%,75%,f,Flamengo,1.0,1.0,t,,Flamengo,Private room in serviced apartment,Private room,3,1.0,1.0,2.0,$327.00,1,1125,1,1,1125,1125,t,3,12,24,172,0,0,0,,,,,,,,,,f,1,0,1,0,
31306,31306,city scrape,Apartment Studio Superior 01 doube bed,2021-05-25,"São Paulo, Brazil",within an hour,97%,99%,,Centro,49.0,50.0,t,"Rio de Janeiro, Brazil",Botafogo,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"$1,280.00",1,90,1,1,90,90,t,6,31,38,297,5,5,0,2024-07-18,2024-08-18,5.0,5.0,4.8,4.8,4.8,4.8,4.8,t,2,2,0,0,0.91
31309,31309,city scrape,Vista mar incrível - Vidigal Z.S,2024-03-29,"Rio de Janeiro, Brazil",a few days or more,40%,27%,f,Vidigal,1.0,2.0,t,,Vidigal,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,$567.00,2,365,2,2,365,365,t,25,55,76,351,2,2,1,2024-09-23,2024-12-02,5.0,5.0,4.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.63
31310,31310,city scrape,Encantador apartamento Copacabana 4 pessoas,2024-06-25,,within a few hours,70%,86%,f,Copacabana,1.0,1.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,$526.00,1,365,1,1,365,365,t,23,28,28,238,3,3,0,2024-09-16,2024-11-17,4.67,4.67,5.0,5.0,4.67,5.0,5.0,f,1,1,0,0,0.87
31315,31315,city scrape,Suite Varanda Jardim Botanico,2024-06-28,"Rio de Janeiro, Brazil",within a day,50%,67%,f,Jardim Botânico,1.0,1.0,t,,Jardim Botânico,Private room in rental unit,Private room,2,1.0,1.0,1.0,$197.00,1,30,1,1,30,30,t,25,54,78,258,0,0,0,,,,,,,,,,f,1,0,1,0,
31316,31316,city scrape,"Sala e Suíte com garagem, quadra da praia e metrô",2024-02-10,"Rio de Janeiro, Brazil",within an hour,100%,99%,t,Copacabana,10.0,13.0,t,"Rio de Janeiro, Brazil",Botafogo,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"$1,000.00",2,5,2,3,1125,1125,t,24,49,72,161,8,8,0,2024-07-13,2024-11-17,5.0,5.0,5.0,5.0,5.0,5.0,4.88,t,9,9,0,0,1.42
31318,31318,city scrape,Elegante departamento de 1Cuarto,2023-05-10,"Rio de Janeiro, Brazil",within an hour,100%,94%,f,Copacabana,15.0,22.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"$1,372.00",2,90,2,5,90,1125,t,21,46,76,127,1,1,0,2024-09-09,2024-09-09,5.0,5.0,5.0,5.0,5.0,4.0,5.0,t,15,15,0,0,0.27
31319,31319,city scrape,"Belíssimo apt em Laranjeiras, ao lado do Corcovado",2021-04-27,"State of Rio de Janeiro, Brazil",within a day,67%,71%,f,Laranjeiras,1.0,1.0,t,"Rio de Janeiro, Brazil",Cosme Velho,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,$950.00,5,30,5,5,30,30,t,1,1,21,111,2,2,0,2024-07-15,2024-07-21,5.0,5.0,5.0,5.0,5.0,4.5,5.0,f,1,1,0,0,0.36
31320,31320,city scrape,Luxo  Copacabana quadra praia,2020-11-19,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Copacabana,2.0,3.0,t,,Copacabana,Entire rental unit,Entire home/apt,9,2.0,4.0,4.0,"$1,114.00",13,1125,1,13,1125,1125,t,3,7,7,7,1,1,0,2024-10-22,2024-10-22,1.0,2.0,4.0,1.0,5.0,3.0,1.0,t,2,2,0,0,0.44
31322,31322,city scrape,excelente flat em Copacabana com camareira.,2020-10-23,"State of Rio de Janeiro, Brazil",within an hour,100%,100%,f,Copacabana,1.0,3.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$350.00,3,62,3,3,62,62,t,3,10,11,11,13,13,3,2024-07-22,2024-12-15,5.0,5.0,4.92,5.0,5.0,4.85,4.92,t,1,1,0,0,2.44
31324,31324,city scrape,"4B - Suíte aconchegante, exclusiva e independente",2024-06-24,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Barra da Tijuca,2.0,2.0,t,,Jacarepaguá,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,$376.00,2,90,2,4,90,90,t,15,44,74,74,6,6,0,2024-09-08,2024-11-11,4.5,5.0,4.67,5.0,4.83,5.0,4.33,f,2,2,0,0,1.62
31325,31325,city scrape,Quarto na praia de Copacabana próx. ao metrô,2024-03-10,"Rio de Janeiro, Brazil",within an hour,100%,95%,t,Copacabana,2.0,2.0,t,,Copacabana,Private room in rental unit,Private room,3,1.0,1.0,2.0,$600.00,1,30,1,1,30,30,t,0,0,21,21,32,32,5,2024-06-30,2024-12-15,4.72,4.72,4.5,4.84,4.94,4.91,4.78,f,2,0,2,0,5.27
31328,31328,city scrape,Cobertura na Barra da Tijuca.,2024-06-25,,,,,f,Barra da Tijuca,1.0,1.0,t,,Barra da Tijuca,Entire rental unit,Entire home/apt,6,6.0,3.0,3.0,"$6,000.00",1,5,1,1,5,5,t,29,59,89,269,0,0,0,,,,,,,,,,f,1,1,0,0,
31331,31331,city scrape,Vista Cristo Rio,2021-10-30,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Humaitá,1.0,2.0,t,,Humaitá,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"$1,386.00",2,1125,2,2,1125,1125,t,24,27,27,171,2,2,1,2024-07-05,2024-12-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.34
31333,31333,city scrape,"4A - Verano Stay, flat espaçoso e independente",2024-06-24,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Barra da Tijuca,2.0,2.0,t,,Jacarepaguá,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$534.00,2,90,2,4,90,90,t,14,44,74,74,7,7,1,2024-09-01,2024-12-05,5.0,5.0,5.0,4.86,5.0,5.0,4.86,f,2,2,0,0,1.78
31336,31336,city scrape,Apartamento perto da praia - Recreio RJ (04),2020-07-22,"State of Rio de Janeiro, Brazil",within a few hours,100%,94%,f,Recreio dos Bandeirantes,3.0,4.0,t,,Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$500.00,2,365,2,2,365,365,t,25,55,81,86,5,5,0,2024-09-15,2024-11-17,5.0,5.0,4.8,4.8,5.0,5.0,5.0,f,3,3,0,0,1.44
31337,31337,city scrape,Apto. Tropical Praia/Cachoeira,2024-06-26,,within an hour,90%,89%,f,Vargem Pequena,1.0,1.0,t,,Vargem Pequena,Entire rental unit,Entire home/apt,4,1.0,2.0,1.0,$263.00,1,365,1,1,365,365,t,25,55,85,360,5,5,0,2024-08-22,2024-11-20,3.4,3.0,3.4,3.4,3.6,3.6,3.2,f,1,1,0,0,1.17
31338,31338,city scrape,Charmoso Studio a Beira Mar em Copacabana,2024-02-10,"Rio de Janeiro, Brazil",within an hour,100%,99%,t,Copacabana,10.0,13.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"$1,300.00",3,365,3,3,1125,1125,t,17,47,73,158,6,6,0,2024-07-26,2024-10-20,5.0,5.0,4.67,5.0,5.0,5.0,4.67,t,9,9,0,0,1.15
31340,31340,previous scrape,Apto no Resort Bora Bora Barra,2022-08-07,"Rio de Janeiro, Brazil",,,33%,f,Barra da Tijuca,1.0,1.0,t,"Rio de Janeiro, Brazil",Jacarepaguá,Entire rental unit,Entire home/apt,5,,2.0,,,3,30,3,3,30,30,t,0,0,0,0,2,2,0,2024-09-16,2024-09-24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.58
31345,31345,city scrape,Apto Sol e Lua Recreio,2024-03-06,,within an hour,100%,100%,f,Recreio dos Bandeirantes,1.0,1.0,t,,Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,6,3.0,3.0,6.0,$880.00,1,365,1,1,365,365,t,15,45,69,155,0,0,0,,,,,,,,,,t,1,1,0,0,
31346,31346,city scrape,Linda casa próxi do Rock in Rio.,2023-06-15,,within a day,50%,50%,f,Jacarepaguá,1.0,1.0,t,,Jacarepaguá,Entire home,Entire home/apt,10,2.0,1.0,3.0,$857.00,3,365,1,3,365,365,t,28,58,88,178,0,0,0,,,,,,,,,,f,1,1,0,0,
31347,31347,city scrape,Bella Vista Vidigal (Casa Toda),2024-06-29,"Rio de Janeiro, Brazil",within an hour,100%,92%,f,Vidigal,3.0,3.0,t,,Vidigal,Entire guesthouse,Entire home/apt,4,3.0,1.0,6.0,"$6,400.00",1,365,1,1,365,365,t,30,60,90,365,0,0,0,,,,,,,,,,f,3,1,2,0,
31348,31348,previous scrape,Brisa & Mar - Barra da Tijuca & Recreio,2024-06-29,,within an hour,100%,,f,Barra da Tijuca,1.0,1.0,t,,Barra da Tijuca,Entire rental unit,Entire home/apt,4,,2.0,,,2,365,2,2,365,365,t,0,0,0,0,0,0,0,,,,,,,,,,f,1,1,0,0,
31351,31351,city scrape,Luxo e praticidade com ótima localização,2021-03-12,Brazil,within an hour,100%,100%,t,Jacarepaguá,2.0,2.0,f,,Jacarepaguá,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$471.00,1,365,1,3,365,365,t,11,41,71,154,41,41,5,2024-07-07,2024-12-09,4.9,4.93,4.93,4.85,4.9,4.88,4.85,t,2,2,0,0,7.07
31353,31353,city scrape,Ap quadra mar em Copa - posto 3,2021-02-01,"Rio de Janeiro, Brazil",within an hour,100%,100%,,Copacabana,21.0,21.0,t,,Copacabana,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,$950.00,5,30,5,7,30,30,t,17,47,77,167,1,1,0,2024-10-24,2024-10-24,4.0,4.0,4.0,5.0,5.0,5.0,4.0,f,3,3,0,0,0.45
31354,31354,city scrape,Um bom lugar para casal,2023-12-15,,within an hour,99%,99%,t,Centro,3.0,3.0,t,,Centro,Entire rental unit,Entire home/apt,2,0.0,0.0,1.0,$261.00,1,365,1,1,365,365,t,7,30,55,327,33,33,5,2024-06-30,2024-12-23,4.88,4.73,4.91,4.94,5.0,4.88,4.85,f,3,3,0,0,5.47
31355,31355,city scrape,9° Andar * Suíte * AC * Wi-Fi * Cobertura* Lindo,2021-11-10,,within a few hours,100%,86%,f,Laranjeiras,1.0,1.0,t,,Laranjeiras,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,$337.00,1,1125,3,8,1125,1125,t,3,3,19,294,5,5,0,2024-08-15,2024-11-01,5.0,5.0,5.0,4.8,5.0,5.0,4.8,f,1,1,0,0,1.11
31357,31357,city scrape,Suíte Twins - Barra da Tijuca com balsa para praia,2024-05-27,,within an hour,100%,95%,t,Barra da Tijuca,2.0,2.0,t,,Barra da Tijuca,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,$557.00,1,89,1,5,89,89,t,16,44,73,253,2,2,0,2024-07-20,2024-09-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,2,0,0,0.37
31359,31359,city scrape,Apto 3 quartos na Selva de Pedra,2024-06-29,,a few days or more,30%,33%,f,Leblon,1.0,1.0,f,,Leblon,Entire rental unit,Entire home/apt,4,2.5,3.0,3.0,$626.00,1,60,1,1,60,60,t,25,55,78,353,0,0,0,,,,,,,,,,f,1,1,0,0,
31361,31361,city scrape,Apê Copabana - ao lado metrô / perto praia,2024-06-30,"Rio de Janeiro, Brazil",within a day,80%,33%,f,Copacabana,1.0,1.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$943.00,1,365,1,4,365,365,t,24,54,79,79,4,4,0,2024-08-18,2024-11-17,4.75,5.0,5.0,5.0,5.0,5.0,4.75,f,1,1,0,0,0.9
31362,31362,city scrape,Quarto próx praia e metrô Copacabana,2024-03-10,"Rio de Janeiro, Brazil",within an hour,100%,95%,t,Copacabana,2.0,2.0,t,,Copacabana,Private room in rental unit,Private room,2,1.0,1.0,1.0,$600.00,1,30,1,1,30,30,t,0,0,1,1,44,44,2,2024-07-07,2024-12-08,4.7,4.73,4.61,4.82,4.77,4.95,4.66,f,2,0,2,0,7.54
31364,31364,city scrape,Suíte na Barra c/ Garagem e Self Check-in 111BL2,2024-02-06,"Rio de Janeiro, Brazil",within an hour,100%,99%,t,Jacarepaguá,14.0,14.0,t,,Camorim,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,$361.00,1,365,1,3,365,1125,t,23,30,42,42,21,21,1,2024-07-12,2024-11-30,4.95,5.0,5.0,5.0,5.0,4.86,5.0,t,14,14,0,0,3.73
31365,31365,city scrape,Apto na Barra com Cozinha e  Garagem 111BL2,2024-02-06,"Rio de Janeiro, Brazil",within an hour,100%,99%,t,Jacarepaguá,14.0,14.0,t,,Camorim,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$369.00,1,365,1,1,1125,1125,t,21,28,40,40,29,29,2,2024-07-13,2024-12-09,4.97,4.97,5.0,4.97,5.0,4.93,4.93,t,14,14,0,0,5.18
31368,31368,city scrape,VIP 6 - Praia do Flamengo_Estacionamento no local,2022-03-19,,within an hour,100%,97%,t,Copacabana,4.0,5.0,t,,Flamengo,Entire rental unit,Entire home/apt,6,2.0,1.0,6.0,"$1,200.00",2,365,1,2,365,365,t,15,43,69,232,20,20,1,2024-07-09,2024-11-29,4.85,4.8,4.85,4.9,4.8,4.75,4.7,t,4,4,0,0,3.49
31369,31369,city scrape,Studio Joia do Pontal,2024-06-24,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Recreio dos Bandeirantes,1.0,1.0,t,,Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,$743.00,2,90,1,2,90,90,t,20,50,80,218,4,4,0,2024-09-08,2024-10-13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,1.08
31371,31371,city scrape,Apartamento Lindo e Moderno,2024-06-30,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Botafogo,2.0,2.0,t,,Botafogo,Entire rental unit,Entire home/apt,3,1.5,2.0,2.0,$877.00,2,365,2,5,1125,1125,t,16,46,67,215,13,13,2,2024-07-25,2024-12-25,4.92,5.0,4.92,4.92,5.0,5.0,4.69,f,1,1,0,0,2.5
31372,31372,city scrape,Hostel carioca A,2022-11-28,,within an hour,100%,100%,f,Centro,8.0,14.0,t,,Centro,Shared room in rental unit,Shared room,1,2.0,1.0,6.0,$116.00,1,365,1,1,365,365,t,23,53,80,355,24,24,3,2024-07-04,2024-12-09,4.96,4.92,4.96,4.92,4.96,4.96,5.0,f,7,5,0,2,4.07
31373,31373,city scrape,"Silencioso, na quadra da praia de Copacabana",2024-02-10,"Rio de Janeiro, Brazil",within an hour,100%,99%,t,Copacabana,10.0,13.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"$1,030.00",3,365,2,3,1125,1125,t,17,47,73,163,12,12,0,2024-07-08,2024-11-17,4.92,4.83,4.92,4.92,4.92,4.92,4.75,f,9,9,0,0,2.07
31376,31376,city scrape,loft bella vista Vidigal,2024-06-29,"Rio de Janeiro, Brazil",within an hour,100%,92%,f,Vidigal,3.0,3.0,t,,Vidigal,Private room in home,Private room,2,1.0,1.0,1.0,$643.00,1,15,1,1,15,15,t,16,44,68,196,7,7,3,2024-07-22,2024-12-24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,3,1,2,0,1.32
31379,31379,city scrape,"Studio na Montanha,  Tiny House.",2023-07-05,"Rio de Janeiro, Brazil",a few days or more,0%,,f,Vidigal,1.0,1.0,t,,Vidigal,Entire home,Entire home/apt,3,1.0,1.0,1.0,$693.00,2,365,2,2,365,365,t,28,58,62,176,0,0,0,,,,,,,,,,f,1,1,0,0,
31380,31380,city scrape,Estúdio reformado em Copacabana,2023-05-06,"Rio de Janeiro, Brazil",within a day,71%,23%,f,Copacabana,1.0,1.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,$870.00,3,365,3,3,365,365,t,21,51,72,344,3,3,0,2024-09-22,2024-11-20,4.33,4.0,3.33,5.0,4.67,4.67,4.0,f,1,1,0,0,0.92
31382,31382,city scrape,Quarto Lapa.,2023-02-07,"Rio de Janeiro, Brazil",within an hour,100%,94%,f,Santa Teresa,1.0,1.0,f,,Santa Teresa,Private room in rental unit,Private room,2,1.0,1.0,1.0,$250.00,2,365,2,2,365,365,t,25,55,80,260,9,9,0,2024-07-28,2024-11-26,5.0,4.89,5.0,4.89,4.89,4.78,4.89,f,1,0,1,0,1.76
31385,31385,city scrape,Ótimo apartamento em Copacabana!,2023-01-20,,within an hour,100%,98%,f,Centro,3.0,3.0,t,,Copacabana,Entire condo,Entire home/apt,4,2.0,3.0,3.0,$686.00,1,365,1,1,365,365,t,5,5,5,5,0,0,0,,,,,,,,,,f,3,3,0,0,
31386,31386,city scrape,renovated sea view apartment on Recreio beach,2021-10-14,"Rio de Janeiro, Brazil",within an hour,100%,56%,f,Recreio dos Bandeirantes,1.0,1.0,f,,Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$864.00,2,1125,1,2,1125,1125,t,8,38,68,73,4,4,0,2024-09-17,2024-10-28,5.0,5.0,5.0,5.0,5.0,5.0,4.75,f,1,1,0,0,1.18
31387,31387,city scrape,Apartamento Copanema,2024-06-26,,within an hour,100%,92%,f,Ipanema,1.0,1.0,t,,Copacabana,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,$603.00,1,1125,1,1,1125,1125,t,0,0,11,127,10,10,1,2024-08-14,2024-12-17,5.0,5.0,4.9,5.0,5.0,5.0,5.0,f,1,1,0,0,2.19
31392,31392,city scrape,Quarto com bela vista!,2023-06-05,"Rio de Janeiro, Brazil",within an hour,95%,86%,t,Flamengo,3.0,3.0,t,,Flamengo,Private room in rental unit,Private room,2,1.0,1.0,1.0,$286.00,3,365,3,3,365,365,t,9,39,61,155,27,27,3,2024-07-07,2024-12-17,4.96,4.96,4.85,4.93,5.0,4.96,4.96,f,3,1,2,0,4.66
31394,31394,city scrape,Your Place in Rio,2024-07-01,,within an hour,100%,89%,f,Barra da Tijuca,1.0,1.0,t,,Barra da Tijuca,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,"$2,543.00",1,365,1,3,365,365,t,2,8,31,184,9,9,3,2024-09-15,2024-12-15,4.89,4.89,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,2.6
31396,31396,city scrape,Apart. Barra Olímpica prox Riocentro/ FarmasiArena,2021-01-19,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Recreio dos Bandeirantes,1.0,1.0,t,,Barra da Tijuca,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,$457.00,2,365,2,2,90,1125,t,2,2,24,114,6,6,1,2024-09-15,2024-12-08,5.0,5.0,5.0,5.0,5.0,4.83,4.83,t,1,1,0,0,1.73
31397,31397,city scrape,"O Apartamento do Leblon. Sol, mar, Amar",2023-06-04,,within an hour,100%,77%,f,Leblon,1.0,1.0,t,,Leblon,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,"$1,129.00",4,89,4,7,89,89,t,12,33,50,54,5,5,0,2024-09-18,2024-11-17,5.0,5.0,5.0,5.0,5.0,5.0,4.8,f,1,1,0,0,1.47
31399,31399,city scrape,Linda suite rio stay,2022-06-27,,within a day,50%,71%,f,Camorim,5.0,6.0,t,,Jacarepaguá,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$600.00,1,365,1,1,365,365,t,30,60,90,90,0,0,0,,,,,,,,,,f,5,5,0,0,
31400,31400,city scrape,Complete apartment 20 minutes from Praia da Barra,2024-06-27,"Pindamonhangaba, Brazil",within a few hours,83%,80%,f,Água Santa,1.0,20.0,t,,Água Santa,Entire rental unit,Entire home/apt,6,2.0,2.0,2.0,$671.00,2,29,2,2,29,29,t,28,58,88,88,4,4,0,2024-09-16,2024-11-17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,1.17
31401,31401,city scrape,Casa Vidigal pé na areia,2024-06-27,"Rio de Janeiro, Brazil",a few days or more,40%,67%,f,Vidigal,1.0,2.0,t,,Vidigal,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,$357.00,1,365,1,1,365,365,t,26,56,82,262,1,1,0,2024-09-15,2024-09-15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.29
31403,31403,city scrape,Suíte Master Comfort - Rio Centro - Via Premiere,2024-05-27,"Rio de Janeiro, Brazil",within an hour,100%,94%,t,Jacarepaguá,2.0,2.0,t,"Rio de Janeiro, Brazil",Camorim,Private room in rental unit,Private room,2,1.0,1.0,2.0,$283.00,1,365,1,1,365,365,t,7,31,61,61,13,13,1,2024-07-03,2024-12-08,5.0,5.0,5.0,5.0,5.0,4.69,5.0,f,2,1,1,0,2.19
31404,31404,city scrape,Oportunidade no coração de Ipanema e Copacabana,2024-07-01,"Rio de Janeiro, Brazil",within an hour,100%,94%,f,Copacabana,1.0,1.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,"$1,371.00",3,28,3,7,28,28,t,18,48,78,78,10,10,1,2024-07-19,2024-12-01,4.9,5.0,4.9,5.0,5.0,5.0,4.8,f,1,1,0,0,1.84
31406,31406,city scrape,apart 100 m da praia do recreio,2023-07-17,,within an hour,100%,99%,f,Recreio dos Bandeirantes,14.0,14.0,t,,Recreio dos Bandeirantes,Room in aparthotel,Entire home/apt,2,1.0,1.0,1.0,$585.00,1,90,1,1,90,90,t,26,37,51,324,3,3,1,2024-07-07,2024-12-08,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,14,14,0,0,0.52
31409,31409,city scrape,Apartamento Elegance Laranjeiras,2022-09-18,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Laranjeiras,3.0,3.0,t,,Laranjeiras,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,$600.00,5,85,5,8,85,85,t,0,5,22,190,7,7,0,2024-07-29,2024-11-20,5.0,5.0,5.0,5.0,5.0,4.86,5.0,t,2,2,0,0,1.38
31414,31414,city scrape,Casa tipo apartamento,2023-10-16,,a few days or more,20%,,f,Benfica,1.0,2.0,f,,Benfica,Private room in home,Private room,1,1.0,1.0,1.0,$227.00,1,365,1,1,365,365,t,29,59,89,269,0,0,0,,,,,,,,,,f,1,0,1,0,
31415,31415,city scrape,Apartamento com Piscina 3,2024-05-20,,within an hour,100%,94%,t,Copacabana,5.0,5.0,t,,Botafogo,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,$357.00,1,365,1,1,365,365,t,8,38,41,41,5,5,1,2024-09-07,2024-12-08,4.6,4.6,4.8,4.2,4.4,4.4,4.6,f,5,5,0,0,1.34
31416,31416,city scrape,Apartamento duplex Vista Mar,2021-10-11,"Rio de Janeiro, Brazil",within a few hours,100%,88%,f,Vidigal,1.0,1.0,t,,Vidigal,Entire condo,Entire home/apt,4,1.0,1.0,2.0,"$1,800.00",1,365,1,1,365,365,t,29,59,83,358,3,3,0,2024-07-13,2024-10-01,5.0,4.67,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.54
31417,31417,city scrape,Belo apto no resort Ocean drive,2023-04-16,"Rio de Janeiro, Brazil",within an hour,100%,92%,f,São Brás,5.0,12.0,t,,Barra da Tijuca,Entire rental unit,Entire home/apt,4,1.5,1.0,2.0,$793.00,3,365,3,3,365,365,t,5,34,52,327,14,14,2,2024-09-08,2024-12-01,4.93,4.86,5.0,5.0,5.0,5.0,4.86,f,3,3,0,0,3.78
31418,31418,city scrape,Studio Vista para o Mar da Barra da Tijuca,2024-07-01,,within a few hours,100%,95%,t,Barra da Tijuca,1.0,1.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,6,1.0,1.0,2.0,$470.00,2,28,2,3,28,28,t,5,18,21,171,18,18,3,2024-07-14,2024-12-09,5.0,4.94,4.89,4.94,4.94,5.0,4.94,f,1,1,0,0,3.23
31419,31419,previous scrape,Hotel Nacional Rio de Janeiro,2020-07-23,"Balneário Camboriú, Brazil",within an hour,100%,81%,f,Pioneiros,6.0,6.0,t,,São Conrado,Entire rental unit,Entire home/apt,4,,1.0,,,1,365,1,1,365,365,t,0,0,0,0,0,0,0,,,,,,,,,,f,1,1,0,0,
