,Unnamed: 0,source,name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
4356,4356,city scrape,Quarto com direito a usar cobertura,2014-05-12,"Rio, Brazil",a few days or more,0%,0%,f,,2.0,3.0,f,,Flamengo,Private room in rental unit,Private room,2,2.0,1.0,1.0,$500.00,5,730,5,5,730,730,t,30,60,90,365,0,0,0,,,,,,,,,,f,2,1,1,0,
4357,4357,city scrape,Quarto confortável para Olimpíadas,2016-06-29,,,,,f,,1.0,1.0,f,"Rio de Janeiro, Brazil",Taquara,Private room in rental unit,Private room,2,1.0,1.0,1.0,$500.00,1,1125,1,1,1125,1125,t,29,59,89,364,0,0,0,,,,,,,,,,f,1,0,1,0,
4372,4372,city scrape,Quarto Confortável para 2 pessoas,2016-03-07,,a few days or more,0%,,f,Recreio dos Bandeirantes,1.0,1.0,f,,Recreio dos Bandeirantes,Private room in rental unit,Private room,2,1.0,1.0,1.0,$300.00,1,1125,1,1,1125,1125,t,23,53,83,358,0,0,0,,,,,,,,,,f,1,0,1,0,
4376,4376,city scrape,"Quarto, ipanema Ótima localização",2016-06-28,"State of Rio de Janeiro, Brazil",a few days or more,0%,0%,f,,1.0,3.0,t,"rio de Janeiro , Rio de Janeiro, Brazil",Ipanema,Private room in rental unit,Private room,2,2.0,1.0,2.0,$300.00,4,7,4,4,7,7,t,25,55,81,356,0,0,0,,,,,,,,,,f,1,0,1,0,
4380,4380,city scrape,OLIMPÍADAS- BARRA DA TIJUCA COM SERVIÇOS,2016-07-01,Brazil,,,,f,Barra da Tijuca,1.0,1.0,f,,Barra da Tijuca,Private room in rental unit,Private room,2,1.0,1.0,1.0,$300.00,10,60,10,10,60,60,t,23,53,83,358,0,0,0,,,,,,,,,,f,1,0,1,0,
4387,4387,city scrape,Seu espaço próximo ao metrô.,2016-04-14,"Rio de Janeiro, Brazil",within an hour,100%,92%,t,Tijuca,3.0,3.0,t,"Rio de Janeiro, Brazil",Tijuca,Private room in rental unit,Private room,2,1.0,1.0,2.0,$108.00,1,15,1,1,15,15,t,11,37,58,134,336,86,4,2016-08-23,2024-12-22,4.99,4.99,4.99,5.0,4.99,4.97,4.95,f,3,0,3,0,3.31
4399,4399,city scrape,Charming Suite Ipanema,2016-06-06,"Rio de Janeiro, Brazil",within a day,100%,50%,f,Ipanema,1.0,2.0,f,"Ipanema, Rio de Janeiro, Brazil",Ipanema,Private room in rental unit,Private room,2,1.0,1.0,1.0,$600.00,1,1125,1,1,1125,1125,t,24,54,78,78,10,1,0,2020-02-26,2024-09-23,5.0,5.0,5.0,5.0,5.0,5.0,4.6,f,1,0,1,0,0.17
4416,4416,city scrape,Casa gostosinha perto de tudo!,2016-06-04,"Rio de Janeiro, Brazil",a few days or more,0%,,f,Maria da Graça,1.0,1.0,t,,Higienópolis,Private room in rental unit,Private room,2,1.0,1.0,1.0,$170.00,5,21,5,5,21,21,t,29,59,89,364,0,0,0,,,,,,,,,,f,1,0,1,0,
4427,4427,city scrape,Hospedagem com varanda e piscina na Gávea,2014-03-25,"Rio, Brazil",,,,f,,1.0,1.0,t,,Gávea,Private room in home,Private room,2,1.0,1.0,1.0,"$2,023.00",3,30,3,3,30,30,t,29,59,89,89,0,0,0,,,,,,,,,,f,1,0,1,0,
4429,4429,city scrape,"Quarto e café da manhã simples, na Tijuca.",2015-04-09,"Rio de Janeiro, Brazil",within a few hours,100%,63%,f,Tijuca,1.0,1.0,t,"Rio de Janeiro, Brazil",Tijuca,Private room in rental unit,Private room,2,1.0,1.0,1.0,$217.00,2,5,2,2,5,5,t,25,55,74,80,11,4,0,2016-08-22,2024-09-22,4.82,4.73,4.82,4.91,5.0,4.91,4.91,f,1,0,1,0,0.11
4431,4431,city scrape,Double bed near 3 sports centers,2016-07-10,"Rio de Janeiro, Brazil",,,,f,,2.0,4.0,f,"Rio de Janeiro, Brazil",Freguesia (Jacarepaguá),Private room in home,Private room,2,1.0,1.0,1.0,$337.00,3,20,3,3,20,20,t,27,57,87,87,0,0,0,,,,,,,,,,f,1,0,1,0,
4433,4433,city scrape,Atraente e Confortável,2014-04-03,"Rio de Janeiro, Brazil",within a few hours,100%,100%,f,Flamengo,1.0,3.0,t,"Flamengo, Rio de Janeiro, Brazil",Flamengo,Private room in rental unit,Private room,2,2.0,1.0,1.0,$300.00,3,1125,3,3,1125,1125,t,26,56,80,355,4,0,0,2019-10-06,2023-11-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,0.06
4435,4435,city scrape,Barra da Tijuca beach.,2016-01-21,"Rio de Janeiro, Brazil",within a day,90%,56%,t,Barra da Tijuca,2.0,2.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Private room in condo,Private room,2,2.0,1.0,1.0,$529.00,2,10,2,2,10,10,t,22,52,82,82,46,6,0,2019-09-10,2024-09-22,4.93,4.93,4.91,4.98,4.98,4.98,4.83,f,2,0,2,0,0.71
4444,4444,city scrape,Barra Olympic Arena - Excellent suite near,2016-05-27,"Rio de Janeiro, Brazil",,,,f,,1.0,1.0,t,"Rio de Janeiro, Brazil",Freguesia (Jacarepaguá),Private room in rental unit,Private room,3,1.0,1.0,2.0,$400.00,5,20,2,5,20,20,t,29,59,89,89,8,0,0,2016-08-13,2022-09-04,4.88,4.5,4.25,5.0,5.0,4.75,4.5,f,1,0,1,0,0.08
4450,4450,city scrape,"Apt seguro, confortável, prox jogos olímpicos",2014-03-23,"Rio, Brazil",,,,f,,1.0,1.0,t,,Jacarepaguá,Private room in rental unit,Private room,2,1.0,1.0,1.0,$600.00,5,1125,5,5,1125,1125,t,29,59,89,89,1,0,0,2022-09-12,2022-09-12,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,0.04
4456,4456,previous scrape,Casa Igba - Santa Teresa - Red Room,2015-02-14,"Rio de Janeiro, Brazil",a few days or more,25%,,f,Santa Teresa,4.0,4.0,t,"Rio de Janeiro, Brazil",Santa Teresa,Private room in home,Private room,2,,,,,2,1125,1,2,365,365,t,0,0,0,0,0,0,0,,,,,,,,,,t,4,0,4,0,
4470,4470,city scrape,Friendly stay next to Flamengo subway station,2016-06-13,"Rio de Janeiro, Brazil",within an hour,90%,100%,t,Flamengo,3.0,3.0,t,,Flamengo,Private room in rental unit,Private room,2,1.5,1.0,2.0,$311.00,1,1125,1,5,1125,1125,t,21,46,63,243,69,7,0,2016-07-26,2024-09-21,4.87,4.8,4.72,4.96,4.96,5.0,4.81,f,3,0,3,0,0.67
4472,4472,city scrape,Room per season with beautiful view to the garden,2016-07-06,Brazil,within an hour,100%,99%,f,Copacabana,4.0,8.0,t,,Copacabana,Private room in rental unit,Private room,2,2.0,1.0,1.0,$336.00,3,15,3,5,15,15,t,5,8,14,266,154,21,1,2017-02-27,2024-12-16,4.58,4.69,4.16,4.84,4.79,4.96,4.68,t,4,1,3,0,1.61
4477,4477,city scrape,Simple and cozy house,2016-07-11,"Rio de Janeiro, Brazil",within a day,50%,,f,Brás de Pina,1.0,2.0,t,,Brás de Pina,Private room in home,Private room,6,1.0,1.0,4.0,$150.00,1,1,1,1,1,1,t,27,57,87,362,0,0,0,,,,,,,,,,f,1,0,1,0,
4483,4483,city scrape,quarto  de solteiro  num condominio resorte,2016-07-11,"Rio de Janeiro, Brazil",,,,f,,1.0,1.0,f,,Engenho de Dentro,Private room in rental unit,Private room,1,1.0,1.0,1.0,$100.00,30,60,30,30,60,60,t,29,59,89,89,0,0,0,,,,,,,,,,t,1,0,1,0,
4489,4489,city scrape,Quarto privado - vista floresta e mar,2016-01-19,"Rio de Janeiro, Brazil",within a day,80%,72%,f,Vidigal,9.0,10.0,t,"Rio de Janeiro, Brazil",Vidigal,Private room in home,Private room,1,1.0,1.0,1.0,$340.00,3,90,2,3,90,90,t,18,48,74,348,4,1,0,2016-08-14,2024-09-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,9,0,4,5,0.04
4493,4493,city scrape,Budget Double Private Room Ensuite,2016-03-03,"Rio de Janeiro, Brazil",within an hour,71%,100%,f,Ipanema,4.0,8.0,t,"Rio de Janeiro, Brazil",Ipanema,Private room in rental unit,Private room,2,1.0,1.0,1.0,"$2,658.00",1,365,1,4,365,365,t,16,39,54,175,2,0,0,2021-08-02,2021-08-17,4.0,4.0,3.0,4.0,5.0,5.0,4.5,t,4,0,3,0,0.05
4498,4498,city scrape,Suite para as Olimpiadas.,2016-05-15,"Rio de Janeiro, Brazil",,,,f,,1.0,4.0,f,,Taquara,Private room in home,Private room,2,1.0,1.0,2.0,$500.00,1,1125,1,1,1125,1125,t,23,53,83,83,0,0,0,,,,,,,,,,t,1,0,1,0,
4499,4499,city scrape,Conforto Exclusivo no Coração de Botafogo,2016-07-11,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Botafogo,2.0,4.0,f,"Rio de Janeiro, Brazil",Botafogo,Private room in rental unit,Private room,2,1.0,1.0,1.0,$514.00,2,20,2,2,20,20,t,28,58,88,363,3,0,0,2018-02-12,2019-01-07,5.0,5.0,5.0,5.0,5.0,4.67,5.0,f,2,0,2,0,0.04
4503,4503,city scrape,Bedroom in Luxurious Apartment,2014-05-16,"State of Rio de Janeiro, Brazil",,,,f,,1.0,4.0,f,,São Conrado,Private room in rental unit,Private room,2,1.0,1.0,1.0,"$1,348.00",1,1125,1,1,1125,1125,t,29,59,89,364,0,0,0,,,,,,,,,,f,1,0,1,0,
4507,4507,city scrape,Condomínio Club spa le Parc barra,2016-06-08,"Rio de Janeiro, Brazil",a few days or more,0%,,f,,1.0,1.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Private room in condo,Private room,2,2.0,1.0,2.0,"$6,068.00",1,1125,1,1,1125,1125,t,29,59,89,364,0,0,0,,,,,,,,,,f,1,0,1,0,
4511,4511,city scrape,Quarto Ipanema,2016-04-05,"Rio de Janeiro, Brazil",within an hour,100%,64%,t,Ipanema,3.0,4.0,f,,Ipanema,Private room in rental unit,Private room,2,3.5,1.0,1.0,$300.00,1,1125,1,1,1125,1125,t,22,41,53,328,39,6,0,2016-08-16,2024-11-18,4.85,4.82,4.79,4.87,4.9,4.79,4.64,f,3,0,3,0,0.38
4518,4518,city scrape,Olympic single room near the beach - private WC,2016-07-08,"Rio de Janeiro, Brazil",within an hour,100%,78%,t,Leblon,7.0,7.0,t,"Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Private room in rental unit,Private room,1,1.0,1.0,1.0,$227.00,1,30,1,1,30,30,t,29,59,89,364,3,1,0,2016-08-11,2024-09-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,6,0,5,1,0.03
4524,4524,city scrape,Bed and Breakfast near Barra Venue,2016-07-10,"Rio de Janeiro, Brazil",,,,f,,1.0,1.0,f,,Barra da Tijuca,Private room in rental unit,Private room,1,1.0,1.0,1.0,$650.00,1,1125,1,1,1125,1125,t,29,59,89,364,0,0,0,,,,,,,,,,f,1,0,1,0,
4525,4525,city scrape,Mezanino na avenida Atlântica,2016-05-31,"Rio de Janeiro, Brazil",within a day,100%,100%,f,,4.0,4.0,t,,Centro,Private room in rental unit,Private room,2,1.0,1.0,1.0,$539.00,3,1125,3,3,1125,1125,t,21,51,75,350,3,2,0,2023-02-20,2024-02-14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,4,0,4,0,0.13
4529,4529,city scrape,Family house. Peace e leisure,2016-07-11,,,,,f,,1.0,2.0,f,,Anil,Private room in home,Private room,3,1.0,4.0,7.0,$674.00,1,30,1,1,30,30,t,27,57,87,87,2,0,0,2016-08-16,2022-09-11,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,0.02
4530,4530,city scrape,Enjoy the Olympics in a great apartment.,2016-07-12,,,,,f,,1.0,1.0,f,,Méier,Private room in rental unit,Private room,4,2.0,1.0,2.0,"$6,742.00",15,40,15,15,40,40,t,28,58,88,363,0,0,0,,,,,,,,,,t,1,0,1,0,
4531,4531,city scrape,Olympic Park,2016-05-30,"Rio de Janeiro, Brazil",,,,f,,2.0,2.0,t,,Vila Valqueire,Private room in rental unit,Private room,2,1.0,1.0,2.0,$674.00,5,1125,5,5,1125,1125,t,30,60,90,365,1,0,0,2016-08-14,2016-08-14,5.0,4.0,5.0,5.0,5.0,5.0,4.0,f,1,0,1,0,0.01
4547,4547,city scrape,Suíte Privativa,2016-07-13,"Rio de Janeiro, Brazil",,,,f,,1.0,1.0,f,,Recreio dos Bandeirantes,Private room in home,Private room,3,1.0,1.0,1.0,$800.00,5,30,5,5,30,30,t,29,59,89,89,0,0,0,,,,,,,,,,t,1,0,1,0,
4553,4553,city scrape,Double Bedroom in front of the Copacabana beach,2016-07-13,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Leme,1.0,2.0,t,"Copacabana, Rio de Janeiro, Brazil",Leme,Private room in rental unit,Private room,2,1.0,1.0,1.0,$271.00,2,29,2,2,1125,1125,t,12,25,43,43,151,13,0,2016-08-09,2024-11-24,4.97,4.98,4.89,4.99,4.99,5.0,4.95,t,1,0,1,0,1.48
4555,4555,city scrape,Casa carioca (q4),2016-07-09,"London, United Kingdom",within a day,100%,100%,t,Rio Comprido,2.0,2.0,t,,Rio Comprido,Private room in home,Private room,4,2.0,1.0,2.0,$500.00,2,20,2,2,20,20,t,23,23,39,39,11,2,0,2016-07-29,2024-09-23,4.73,4.55,5.0,5.0,5.0,4.36,4.64,f,2,0,2,0,0.11
4556,4556,city scrape,BUDGET PRIVATE ROOM ENSUITE WIFI INCLUDED,2012-11-16,"Rio de Janeiro, Brazil",within an hour,67%,100%,f,Copacabana,8.0,9.0,t,,Copacabana,Private room in bed and breakfast,Private room,2,1.0,1.0,2.0,"$3,272.00",1,365,1,4,365,1125,t,26,54,75,324,11,0,0,2021-01-04,2021-10-28,4.36,4.73,4.55,4.91,4.64,4.73,4.45,t,7,0,7,0,0.23
4563,4563,city scrape,Hostel 6 People Private Ensuite w/ Bathroom Copa,2012-11-16,"Rio de Janeiro, Brazil",within an hour,67%,100%,f,Copacabana,8.0,9.0,t,,Copacabana,Private room in bed and breakfast,Private room,6,1.0,1.0,6.0,"$4,798.00",1,365,1,4,365,1125,t,23,50,75,349,9,2,0,2021-01-11,2024-10-20,4.67,4.67,4.44,4.78,4.89,4.56,4.67,t,7,0,7,0,0.19
4573,4573,city scrape,Quarto individual na Tijuca Rio de Janeiro,2016-07-13,"Rio de Janeiro, Brazil",,,0%,f,,1.0,1.0,f,"Rio de Janeiro, Brazil",Tijuca,Private room in rental unit,Private room,2,1.0,1.0,2.0,$283.00,5,365,5,5,365,365,t,30,60,90,180,0,0,0,,,,,,,,,,f,1,0,1,0,
4575,4575,city scrape,Room (quarto) - Temporada (Vacation rental),2016-07-10,,a few days or more,0%,0%,f,,1.0,1.0,f,,Flamengo,Private room in rental unit,Private room,2,2.0,1.0,1.0,$300.00,6,30,6,6,30,30,t,29,59,82,82,0,0,0,,,,,,,,,,f,1,0,1,0,
4576,4576,city scrape,Copacabana Praia Rio,2016-07-09,"Rio de Janeiro, Brazil",,,100%,f,Copacabana,1.0,1.0,t,"Rio de Janeiro, Brazil",Copacabana,Private room in rental unit,Private room,4,1.0,1.0,4.0,"$1,029.00",2,1125,2,5,1125,1125,t,0,24,35,131,16,0,0,2017-09-24,2023-10-10,4.94,5.0,4.81,4.94,5.0,5.0,4.81,f,1,0,1,0,0.18
4582,4582,city scrape,"HOSTEL QUADRUPLE PRIVATE ENSUITE, A/C & FREE WIFI!",2012-11-16,"Rio de Janeiro, Brazil",within an hour,67%,100%,f,Copacabana,8.0,9.0,t,"Rio de Janeiro, Brazil",Copacabana,Private room in bed and breakfast,Private room,4,1.0,1.0,4.0,"$3,472.00",1,365,1,4,365,1125,t,24,53,77,351,5,1,0,2020-12-29,2024-05-23,4.8,5.0,4.6,5.0,5.0,5.0,5.0,t,7,0,7,0,0.1
4583,4583,city scrape,QUARTO OLIMPÍADAS EM FRENTE A PRAIA DE COPACABAN,2015-07-06,"Rio de Janeiro, Brazil",,,,f,Copacabana,1.0,1.0,f,"Rio de Janeiro, Brazil",Copacabana,Private room in rental unit,Private room,2,1.0,1.0,1.0,"$2,023.00",1,1125,1,1,1125,1125,t,27,57,87,87,0,0,0,,,,,,,,,,f,1,0,1,0,
4587,4587,city scrape,"Exclusive room and bathroom, close to the Olympic Park",2016-07-14,"Rio de Janeiro, Brazil",,,75%,f,,1.0,1.0,t,"Rio de Janeiro, Brazil",Jacarepaguá,Private room in rental unit,Private room,2,1.0,1.0,2.0,$809.00,1,1125,1,1,1125,1125,t,28,58,88,363,10,2,0,2016-08-12,2024-09-22,5.0,5.0,4.9,5.0,5.0,5.0,4.8,f,1,0,1,0,0.1
4593,4593,city scrape,Home for Olympics,2016-07-10,,,,,f,,1.0,1.0,f,,Laranjeiras,Private room in rental unit,Private room,2,1.0,1.0,2.0,$410.00,7,1125,7,7,1125,1125,t,29,59,89,364,0,0,0,,,,,,,,,,t,1,0,1,0,
4596,4596,previous scrape,Cozy room!,2016-01-13,"Rio de Janeiro, Brazil",within a day,67%,0%,f,Lapa,4.0,7.0,t,"Rio de Janeiro, Brazil",Centro,Private room in rental unit,Private room,2,,,,,2,36,2,2,36,36,t,4,29,53,53,36,0,0,2017-06-19,2020-02-29,4.92,4.92,4.94,5.0,5.0,4.94,4.86,f,4,0,4,0,0.39
4601,4601,city scrape,Quarto aconchegante/casa em plena natureza/piscina,2013-10-05,"Rio de Janeiro, Brazil",within an hour,100%,97%,t,,5.0,5.0,t,"Rio de Janeiro, Brazil",Itanhangá,Private room in home,Private room,2,1.0,1.0,1.0,$246.00,2,30,2,2,1125,1125,t,21,45,61,241,46,10,0,2016-08-15,2024-11-17,5.0,5.0,5.0,5.0,5.0,4.91,4.91,f,5,2,3,0,0.45
4602,4602,city scrape,Go walking To the Olympics,2016-07-20,"Rio de Janeiro, Brazil",,,,f,Jacarepaguá,4.0,5.0,t,,Jacarepaguá,Private room in rental unit,Private room,2,1.0,1.0,1.0,$600.00,15,30,15,15,30,30,t,29,59,89,364,0,0,0,,,,,,,,,,f,4,3,1,0,
4608,4608,city scrape,Room - 600 m from olympic Park,2015-04-22,"Rio de Janeiro, Brazil",,,,f,,2.0,2.0,t,,Jacarepaguá,Private room in rental unit,Private room,1,1.0,1.0,1.0,"$1,011.00",1,30,1,1,30,30,t,29,59,89,89,0,0,0,,,,,,,,,,f,1,0,1,0,
4609,4609,city scrape,Sory! Mudei para Copa e logo postarei novo anúncio,2016-07-15,"State of Rio de Janeiro, Brazil",within a day,50%,78%,t,Maracanã,3.0,3.0,t,"Rio de Janeiro, Brazil",Maracanã,Private room in rental unit,Private room,4,1.0,1.0,3.0,"$1,300.00",2,7,2,2,7,7,t,27,57,87,177,12,0,0,2016-08-07,2020-02-25,4.83,4.92,4.92,5.0,5.0,4.92,4.67,f,3,1,2,0,0.12
4612,4612,city scrape,Casa perto do Complexo Olímpico Deodoro e Barra,2016-07-12,,within a day,100%,,f,,1.0,3.0,f,,Campo Grande,Private room in home,Private room,12,4.0,1.0,6.0,"$5,731.00",1,1125,1,1,1125,1125,t,23,53,83,358,0,0,0,,,,,,,,,,t,1,0,1,0,
4618,4618,city scrape,Suíte Maravilha,2016-07-20,Brazil,,,,f,,1.0,1.0,f,,Engenho de Dentro,Private room in rental unit,Private room,2,1.0,1.0,1.0,"$1,888.00",5,10,5,5,10,10,t,23,53,83,83,0,0,0,,,,,,,,,,t,1,0,1,0,
4619,4619,city scrape,Tranquility of an Island,2015-04-26,"Rio de Janeiro, Brazil",within a day,100%,17%,f,,1.0,1.0,t,"Rio de Janeiro, Brazil",Jardim Guanabara,Private room in rental unit,Private room,6,1.0,3.0,3.0,$202.00,1,30,1,1,30,30,t,28,58,88,178,7,0,0,2016-08-13,2022-05-03,5.0,5.0,5.0,5.0,5.0,4.71,4.86,f,1,0,1,0,0.07
4629,4629,city scrape,Aconchego e felicidade ao lado do Cristo Redentor!,2016-07-15,"Rio de Janeiro, Brazil",,,,f,Cosme Velho,1.0,1.0,f,,Cosme Velho,Private room in rental unit,Private room,1,1.0,1.0,1.0,$337.00,2,15,2,2,15,15,t,30,60,90,365,0,0,0,,,,,,,,,,f,1,0,1,0,
4631,4631,city scrape,Quarto aconchegante em Copacabana,2016-07-15,"Rio de Janeiro, Brazil",within a day,100%,75%,f,,1.0,1.0,t,"Rio de Janeiro, Brazil",Copacabana,Private room in rental unit,Private room,2,1.0,1.0,2.0,$176.00,1,1125,1,1,1125,1125,t,0,9,32,307,10,0,0,2016-08-14,2023-11-19,5.0,5.0,4.9,5.0,5.0,4.8,4.7,f,1,0,1,0,0.1
4634,4634,city scrape,Aconchego 2 quartos.,2016-07-15,,,,,f,,1.0,1.0,f,"Recreio, Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Private room in rental unit,Private room,3,1.0,1.0,3.0,$600.00,7,30,7,7,30,30,t,29,59,89,89,0,0,0,,,,,,,,,,f,1,0,1,0,
4636,4636,city scrape,Suite em Botafogo,2016-07-15,"Rio de Janeiro, Brazil",within a few hours,100%,92%,t,Botafogo,2.0,2.0,t,"Rio de Janeiro, Brazil",Botafogo,Private room in home,Private room,2,1.0,1.0,1.0,$400.00,2,30,2,5,30,30,t,17,20,40,40,55,29,3,2016-08-23,2024-12-21,4.87,4.89,4.76,4.93,5.0,4.85,4.84,f,2,0,2,0,0.54
4647,4647,city scrape,Best place to Olympiad in Barra da Tijuca,2015-12-12,"Rio de Janeiro, Brazil",,,,f,,1.0,1.0,f,"Rio de Janeiro, Brazil",Barra da Tijuca,Private room in rental unit,Private room,2,1.5,1.0,1.0,"$1,348.00",3,30,3,3,30,30,t,29,59,89,179,0,0,0,,,,,,,,,,f,1,0,1,0,
4652,4652,city scrape,Suíte para Olimpíadas e Paralimpíadas 2016,2016-07-21,,,,0%,f,,1.0,1.0,f,,Jacarepaguá,Private room in rental unit,Private room,3,2.5,1.0,2.0,$350.00,10,30,10,10,30,30,t,27,57,87,87,0,0,0,,,,,,,,,,f,1,0,1,0,
4653,4653,city scrape,Amargi Rio,2016-07-14,"Rio de Janeiro, Brazil",within a few hours,100%,86%,t,,1.0,1.0,t,"Rio de Janeiro, Brazil",Jacarepaguá,Private room in condo,Private room,3,1.0,1.0,3.0,$200.00,1,20,2,3,20,20,t,21,42,72,347,38,9,1,2016-08-20,2024-12-15,4.95,4.95,5.0,4.95,4.97,4.79,4.84,f,1,0,1,0,0.37
4661,4661,city scrape,Beautiful bedrooms in the heart of Tijuca,2016-03-21,"Rio de Janeiro, Brazil",within a few hours,100%,75%,f,Tijuca,2.0,2.0,f,,Tijuca,Private room in rental unit,Private room,2,1.0,3.0,1.0,$263.00,1,7,1,1,7,7,t,25,55,85,360,5,0,0,2016-08-21,2023-01-01,5.0,5.0,5.0,5.0,5.0,4.8,5.0,f,2,0,2,0,0.05
4664,4664,city scrape,Bedroom/office Quarto/escritório,2016-07-16,"Rio de Janeiro, Brazil",,,,f,,1.0,1.0,t,"Rio de Janeiro, Brazil",São Francisco Xavier,Private room in villa,Private room,3,1.0,1.0,2.0,$405.00,1,1125,1,1,1125,1125,t,29,59,89,364,0,0,0,,,,,,,,,,f,1,0,1,0,
4669,4669,city scrape,Excelente apartamento área privilegiada copacabana,2014-05-11,"Rio, Brazil",,,,f,,2.0,4.0,f,,Copacabana,Private room in rental unit,Private room,2,2.5,2.0,3.0,"$1,000.00",7,1125,7,7,1125,1125,t,30,60,90,180,0,0,0,,,,,,,,,,t,1,0,1,0,
4673,4673,city scrape,CactusRoom - quarto claro e arejado em Copacabana,2014-09-16,"Rio de Janeiro, Brazil",within an hour,100%,93%,t,Areal,7.0,7.0,t,"Rio de Janeiro, Brazil",Copacabana,Private room in rental unit,Private room,2,2.0,1.0,1.0,"$1,999.00",1,3,1,1,3,3,t,0,0,12,12,49,5,0,2016-08-13,2024-09-27,4.98,4.98,4.98,5.0,4.96,4.94,4.9,f,5,1,4,0,0.48
4681,4681,city scrape,Heart of Rio brand new apartament,2015-07-01,"Rio de Janeiro, Brazil",,,,f,,1.0,2.0,t,,Rio Comprido,Private room in rental unit,Private room,1,1.0,1.0,1.0,$371.00,3,1125,3,3,1125,1125,t,30,60,90,365,0,0,0,,,,,,,,,,f,1,0,1,0,
4682,4682,city scrape,Alugo Suíte a 200 m do Parque Olímpico da Barra.,2016-07-14,"Rio de Janeiro, Brazil",,,,f,,1.0,2.0,t,"Rio de Janeiro, Brazil",Jacarepaguá,Private room in rental unit,Private room,2,1.0,1.0,1.0,$500.00,5,1125,5,5,1125,1125,t,28,58,88,363,0,0,0,,,,,,,,,,f,1,0,1,0,
4684,4684,city scrape,QUARTO NO RJ DURANTE AS OLIMPÍADAS,2016-07-17,"Rio de Janeiro, Brazil",,,,f,Recreio dos Bandeirantes,1.0,1.0,f,"Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Private room in rental unit,Private room,2,1.0,1.0,2.0,$425.00,2,30,2,2,30,30,t,28,58,88,363,0,0,0,,,,,,,,,,f,1,0,1,0,
4687,4687,city scrape,Alugo suite com ante sala para casal com filhos.,2016-07-16,"Rio de Janeiro, Brazil",,,,f,,1.0,3.0,f,,Grajaú,Private room in home,Private room,3,1.0,1.0,2.0,"$1,011.00",1,1125,1,1,1125,1125,t,28,58,88,88,0,0,0,,,,,,,,,,t,1,0,1,0,
4689,4689,city scrape,Suite deslumbrante com deck e vista para o Cristo!,2014-02-13,"Rio, Brazil",within a few hours,100%,85%,t,,2.0,5.0,t,,Urca,Private room in home,Private room,2,1.0,1.0,1.0,$209.00,4,80,4,4,80,80,t,8,9,9,115,14,4,0,2018-07-14,2024-11-09,4.57,4.5,4.14,4.86,4.71,4.79,4.5,f,2,0,2,0,0.18
4690,4690,city scrape,ALUGO PARA AS OLIMPÍADAS RIO 2016,2016-07-17,,,,,f,,1.0,2.0,f,,Vargem Grande,Private room in home,Private room,4,1.0,1.0,3.0,$660.00,2,1125,2,2,1125,1125,t,28,58,88,363,0,0,0,,,,,,,,,,t,1,0,1,0,
4695,4695,city scrape,Cantinho da Mama I,2016-07-21,"Rio de Janeiro, Brazil",,,100%,f,Copacabana,1.0,2.0,f,"Rio de Janeiro, Brazil",Copacabana,Private room in rental unit,Private room,2,1.0,1.0,1.0,$500.00,3,30,3,3,30,30,t,4,4,4,4,2,1,0,2016-08-21,2024-02-13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,0.02
4707,4707,city scrape,Quarto Para As Olimpíadas/Menos de 5Km das Arenas,2016-07-22,"Rio de Janeiro, Brazil",,,,f,,1.0,1.0,t,"Rio de Janeiro, Brazil",Tanque,Private room in rental unit,Private room,2,1.0,1.0,1.0,$164.00,1,40,1,1,40,40,t,27,57,87,87,0,0,0,,,,,,,,,,f,1,0,1,0,
