,Unnamed: 0,source,name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
6500,6500,city scrape,Aconchego e natureza com ótima localização!!,2014-10-08,"Escazu, Costa Rica",within an hour,100%,94%,t,,4.0,8.0,t,"Rio de Janeiro, Brazil",Itanhangá,Entire guesthouse,Entire home/apt,4,1.0,1.0,2.0,$540.00,2,1125,2,5,1125,1125,t,20,40,61,241,47,7,1,2018-02-05,2024-12-08,4.96,5.0,5.0,5.0,4.98,4.98,4.89,f,3,3,0,0,0.56
6600,6600,city scrape,The best apartment in Botafogo 10min from subway!,2016-04-17,"Uberlândia, Brazil",within a few hours,100%,36%,f,Botafogo,2.0,2.0,t,"Botafogo, Rio de Janeiro, Brazil",Botafogo,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,$799.00,5,1125,3,5,1125,1125,t,9,9,10,10,0,0,0,,,,,,,,,,f,2,2,0,0,
6700,6700,city scrape,"Duplex, perto da praia com uma vista espetacular!",2011-05-31,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Barra da Tijuca,2.0,2.0,f,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,3,2.0,1.0,2.0,$830.00,3,30,3,3,30,30,t,22,52,82,357,7,1,0,2020-01-01,2024-02-13,4.86,5.0,5.0,4.86,5.0,4.86,4.86,f,2,1,1,0,0.12
6800,6800,city scrape,"Cobertura com 3,5 quartos, piscina e churrasqueira",2017-06-01,"State of Rio de Janeiro, Brazil",within an hour,90%,89%,f,Copacabana,2.0,2.0,t,,Copacabana,Entire rental unit,Entire home/apt,12,2.0,4.0,9.0,"$3,414.00",3,30,3,5,30,30,t,1,4,10,242,22,12,1,2018-09-16,2024-12-07,4.64,4.68,4.45,4.82,4.73,4.82,4.45,f,2,2,0,0,0.29
6900,6900,previous scrape,Apto no Flamengo,2018-06-14,,a few days or more,0%,0%,f,Flamengo,1.0,1.0,f,,Flamengo,Entire rental unit,Entire home/apt,2,,,,,1,365,1,1,365,365,t,10,40,61,336,0,0,0,,,,,,,,,,f,1,1,0,0,
7000,7000,city scrape,Copacabana Assu,2018-07-17,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Copacabana,3.0,4.0,t,,Copacabana,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,"$5,000.00",3,90,3,5,1125,1125,t,0,0,20,229,72,2,0,2018-08-13,2024-10-07,4.76,4.78,4.69,4.96,4.99,4.97,4.76,t,3,3,0,0,0.93
7100,7100,previous scrape,Copacabana Beach – 2 climatized bedrooms !,2016-08-24,"Rio de Janeiro, Brazil",within a few hours,97%,40%,f,Ipanema,201.0,609.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,5,,2.0,,,3,1125,3,3,1125,1125,t,1,2,2,2,1,0,0,2022-01-02,2022-01-02,4.0,4.0,3.0,4.0,3.0,5.0,2.0,f,153,149,4,0,0.03
7200,7200,city scrape,Apartamento Ipanema próximo à praia,2015-07-02,"Rio de Janeiro, Brazil",within an hour,100%,87%,f,Ipanema,1.0,10.0,t,,Ipanema,Entire rental unit,Entire home/apt,3,1.5,2.0,2.0,$800.00,2,1125,2,7,1125,1125,t,9,25,43,318,89,13,0,2019-01-10,2024-11-25,4.75,4.83,4.78,4.98,4.97,4.99,4.78,f,1,1,0,0,1.22
7300,7300,city scrape,Pequeno quarto zona sul - proximo metrô,2013-01-05,"Rio de Janeiro, Brazil",within a few hours,100%,100%,f,Laranjeiras,2.0,4.0,f,"Laranjeiras, Rio de Janeiro, Brazil",Laranjeiras,Private room in rental unit,Private room,1,2.5,1.0,2.0,$180.00,2,365,2,2,365,365,t,24,54,76,351,13,2,0,2022-01-03,2024-02-14,4.92,4.85,4.85,5.0,5.0,4.92,4.92,f,2,0,2,0,0.36
7400,7400,previous scrape,"Venha morar em aconchegante quarto, coração bairro",2016-05-30,"Rio de Janeiro, Brazil",,,100%,f,Botafogo,1.0,2.0,t,"Botafogo, Rio de Janeiro, Brazil",Botafogo,Private room in rental unit,Private room,1,,,,,1,30,1,1,30,30,t,0,0,0,0,25,1,0,2019-01-03,2024-05-05,4.92,4.92,5.0,5.0,5.0,4.84,5.0,f,1,0,1,0,0.34
7500,7500,city scrape,Flat com vista frontal ao mar - Barra da tijuca,2017-12-04,"State of Rio de Janeiro, Brazil",within an hour,100%,100%,f,,1.0,1.0,t,,Barra da Tijuca,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,"$1,190.00",3,730,3,5,730,730,t,15,45,58,58,13,1,0,2019-01-03,2024-11-20,4.62,4.69,4.77,4.77,4.85,4.92,4.46,f,1,1,0,0,0.18
7600,7600,city scrape,Apartamento charmoso NO MELHOR PONTO DO LEBLON,2016-09-29,"Rio de Janeiro, Brazil",within an hour,100%,93%,t,Leblon,6.0,7.0,t,"Leblon, Rio de Janeiro, Brazil",Leblon,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,"$1,604.00",2,90,2,6,90,90,t,4,22,46,50,61,48,3,2019-01-14,2024-12-15,4.92,4.95,4.95,4.89,4.95,4.98,4.79,f,6,6,0,0,0.84
7700,7700,city scrape,Ipanema Beach With Parking,2012-10-08,"Rio de Janeiro, Brazil",within an hour,95%,98%,t,Copacabana,13.0,14.0,t,"Ipanema, Rio de Janeiro, Brazil",Ipanema,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"$2,173.00",3,365,2,4,1125,1125,t,3,16,33,92,94,13,3,2019-03-12,2024-12-13,4.82,4.68,4.69,4.89,4.88,4.98,4.82,t,12,12,0,0,1.33
7800,7800,city scrape,"[REF:3]Studio em Copacabana, próximo de Ipanema.",2019-01-08,,within a day,75%,21%,f,Copacabana,19.0,39.0,f,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,3,1.0,0.0,2.0,$600.00,7,90,5,7,90,90,t,7,7,7,28,3,1,0,2023-01-02,2024-02-15,4.67,4.33,4.0,5.0,5.0,5.0,3.67,f,19,19,0,0,0.12
7900,7900,city scrape,Comfortable flat in  the heart of Copacabana,2019-01-26,"Berlin, Germany",within an hour,100%,100%,f,Copacabana,1.0,1.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire condo,Entire home/apt,2,1.0,1.0,1.0,$703.00,3,30,1,3,30,30,t,0,0,28,28,4,0,0,2019-03-06,2022-09-11,5.0,5.0,4.75,5.0,5.0,5.0,5.0,f,1,1,0,0,0.06
8000,8000,city scrape,Apartamento na quadra da praia Leme!,2018-06-05,"Rio de Janeiro, Brazil",within an hour,100%,75%,f,Ipanema,2.0,5.0,t,"Rio de Janeiro, Brazil",Leme,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,"$1,000.00",2,30,2,2,30,30,t,21,51,77,351,1,1,0,2024-11-17,2024-11-17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,2,0,0,0.71
8100,8100,city scrape,Flamengo 3 - próx. Cristo Redentor e Pão de Açúcar,2016-07-27,"Rio de Janeiro, Brazil",within a few hours,100%,100%,,Flamengo,5.0,5.0,f,"Flamengo, Rio de Janeiro, Brazil",Flamengo,Private room in rental unit,Private room,2,2.0,1.0,1.0,$200.00,3,30,3,3,30,30,t,0,0,0,21,2,0,0,2019-10-06,2020-01-03,4.5,5.0,5.0,5.0,5.0,5.0,4.5,f,3,0,3,0,0.03
8200,8200,city scrape,Veja os fogos da janela da sala,2016-07-01,"Rio de Janeiro, Brazil",within an hour,100%,94%,t,Copacabana,1.0,1.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire condo,Entire home/apt,6,3.0,3.0,3.0,"$2,429.00",3,60,3,5,1125,1125,t,19,49,70,340,23,5,1,2019-09-29,2024-12-25,4.96,5.0,4.91,5.0,5.0,5.0,4.91,f,1,1,0,0,0.36
8300,8300,city scrape,Nice flat close to Ipanema beach  I303C,2014-03-07,"Rio de Janeiro, Brazil",within an hour,99%,97%,f,Copacabana,83.0,88.0,t,"Ipanema, Rio de Janeiro, Brazil",Ipanema,Entire serviced apartment,Entire home/apt,4,2.0,2.0,3.0,"$2,250.00",2,90,2,5,90,90,t,2,23,36,152,52,11,2,2021-08-02,2024-12-25,4.63,4.69,4.6,4.81,4.75,4.98,4.52,t,68,67,1,0,1.25
8400,8400,city scrape,Alugo quarto individual,2015-05-09,"Rio de Janeiro, Brazil",,,,f,Vila Isabel,2.0,5.0,f,,Vila Isabel,Private room in rental unit,Private room,1,1.0,1.0,1.0,$500.00,5,8,5,5,8,8,t,30,60,90,90,1,0,0,2022-09-14,2022-09-14,3.0,2.0,2.0,3.0,3.0,5.0,2.0,f,2,0,2,0,0.04
8500,8500,city scrape,Venha curtir o Rio,2019-04-21,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Vila Isabel,1.0,1.0,t,"Vila Isabel, Rio de Janeiro, Brazil",Vila Isabel,Entire rental unit,Entire home/apt,8,2.0,3.0,8.0,$663.00,2,1125,2,2,1125,1125,t,3,13,37,296,61,23,1,2019-10-08,2024-12-06,4.84,4.82,4.79,4.95,4.92,4.9,4.85,t,1,1,0,0,0.96
8600,8600,city scrape,perfect hostel for women (kinda cute too) - santa,2013-09-11,"Rio de Janeiro, Brazil",within an hour,97%,99%,t,Santa Teresa,19.0,28.0,t,"Santa Teresa, Rio de Janeiro, Brazil",Santa Teresa,Shared room in hostel,Shared room,4,3.0,1.0,4.0,$180.00,1,1125,1,5,3,1125,t,23,53,77,80,49,31,2,2020-01-02,2024-12-08,4.96,4.88,4.73,4.9,4.96,4.98,4.9,t,16,0,12,4,0.81
8700,8700,city scrape,Aconchego Copacabana (Pertinho da Praia),2017-10-26,,within an hour,100%,99%,,Copacabana,2.0,2.0,t,,Copacabana,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,$850.00,2,30,1,10,1125,1125,t,2,26,46,46,160,39,2,2019-09-11,2024-12-15,4.85,4.96,4.79,4.96,4.94,4.99,4.87,t,1,1,0,0,2.48
8800,8800,city scrape,Rio de Janeiro Copacabana vista mar  C114,2014-03-07,"Rio de Janeiro, Brazil",within an hour,99%,97%,f,Copacabana,83.0,88.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,1.5,1.0,3.0,"$1,062.00",2,90,2,5,90,90,t,6,19,33,287,84,21,0,2019-10-04,2024-11-25,4.57,4.69,4.54,4.77,4.77,4.9,4.7,t,68,67,1,0,1.32
8900,8900,city scrape,Apart Hotel Praia do Pepê,2016-05-18,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Barra da Tijuca,1.0,3.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Room in aparthotel,Entire home/apt,4,1.5,1.0,2.0,$857.00,2,1125,2,5,1125,1125,t,7,32,51,141,23,8,0,2019-10-06,2024-11-18,4.96,4.91,4.91,5.0,5.0,4.87,4.91,t,1,1,0,0,0.36
9000,9000,city scrape,"Quarto 305 c/piscina, churrasqueira, salão, etc.",2016-12-06,"Rio de Janeiro, Brazil",within a day,73%,45%,f,Bonsucesso,11.0,19.0,t,,Bonsucesso,Private room in condo,Private room,1,6.0,1.0,1.0,$101.00,2,1125,2,2,1125,1125,t,23,52,82,357,4,0,0,2019-11-05,2023-02-07,4.75,4.75,4.5,5.0,5.0,5.0,5.0,f,11,0,11,0,0.06
9100,9100,city scrape,Cores da Lapa: moderno e confortável até 4pax,2016-03-01,"Rio de Janeiro, Brazil",within a few hours,67%,100%,,Lapa,3.0,3.0,t,"Centro, Rio de Janeiro, Brazil",Centro,Entire condo,Entire home/apt,4,1.0,2.0,4.0,"$1,600.00",5,89,2,5,89,89,t,0,1,14,79,51,16,0,2019-11-24,2024-10-08,4.88,4.92,4.94,4.9,4.86,4.84,4.71,f,1,1,0,0,0.82
9200,9200,city scrape,COPACABANA A UMA QUADRA DO MAR,2019-11-04,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Copacabana,1.0,2.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,$549.00,5,85,2,5,1125,1125,t,5,19,34,295,108,24,2,2019-11-18,2024-12-11,4.84,4.83,4.82,4.96,4.92,4.79,4.78,f,1,1,0,0,1.73
9300,9300,city scrape,Gorgeous 2-Fl Penthouse w/panoramic Rio’s View.,2013-01-21,"Rio de Janeiro, Brazil",within an hour,100%,33%,f,Gávea,1.0,1.0,t,"Gávea, Rio de Janeiro, Brazil",Gávea,Entire rental unit,Entire home/apt,1,1.5,1.0,1.0,"$1,146.00",15,80,5,15,80,80,t,0,23,23,49,7,0,0,2020-02-11,2022-10-02,5.0,5.0,4.86,5.0,5.0,5.0,5.0,f,1,1,0,0,0.12
9400,9400,city scrape,Apt aconchegante em Copacabana,2019-12-06,"Rio de Janeiro, Brazil",within an hour,100%,95%,t,Copacabana,1.0,1.0,f,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,1.0,1.0,1.0,"$1,000.00",4,1125,1,4,1125,1125,t,2,13,28,277,153,30,2,2020-01-31,2024-12-15,4.94,4.97,4.95,4.94,4.99,4.95,4.89,f,1,1,0,0,2.56
9500,9500,city scrape,Apartamento familiar na praia de Copacaba Posto 3,2014-01-21,"Lucerne, Switzerland",within a few hours,92%,98%,f,,1.0,1.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,$969.00,2,1125,2,4,1125,1125,t,17,46,53,80,85,22,1,2020-03-15,2024-12-03,4.69,4.78,4.71,4.91,4.54,4.94,4.72,f,1,1,0,0,1.46
9600,9600,city scrape,Apartamento na quadra  da praia de Copacabana,2018-12-18,"Rio de Janeiro, Brazil",within a day,100%,100%,f,,1.0,1.0,f,,Copacabana,Entire rental unit,Entire home/apt,4,1.5,2.0,2.0,$723.00,2,30,2,5,30,30,,15,45,69,69,0,0,0,,,,,,,,,,f,1,1,0,0,
9700,9700,city scrape,"Maravilhoso Flat, vista mar, localizado na Barra.",2020-01-02,,within a few hours,100%,18%,f,Barra da Tijuca,2.0,2.0,t,,Barra da Tijuca,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,$990.00,2,1125,2,2,1125,1125,t,0,20,50,325,5,1,0,2020-02-24,2024-11-23,4.8,4.8,4.8,4.8,4.6,4.8,4.2,f,2,2,0,0,0.08
9800,9800,city scrape,Leblon' s heart.,2016-01-25,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Ipanema,2.0,3.0,t,"Leblon, Rio de Janeiro, Brazil",Leblon,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,$654.00,2,30,2,2,1125,1125,t,2,7,20,26,109,47,5,2020-01-27,2024-12-23,4.94,4.94,4.86,4.94,4.96,5.0,4.89,t,2,2,0,0,1.82
9900,9900,city scrape,Apartamento Copacabana,2017-09-28,"Rio de Janeiro, Brazil",within a few hours,100%,94%,t,Copacabana,2.0,6.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$210.00,2,1125,2,2,1125,1125,t,2,3,17,17,48,6,0,2020-10-12,2024-09-22,4.85,4.85,4.88,4.92,4.88,4.88,4.81,f,1,1,0,0,0.94
10000,10000,city scrape,"Ambiente familiar, conforto, segurança na Reserva.",2018-01-29,"Rio de Janeiro, Brazil",within a day,100%,100%,f,,1.0,1.0,t,,Barra da Tijuca,Entire condo,Entire home/apt,3,1.0,1.0,2.0,$500.00,5,20,5,5,20,20,t,9,9,15,15,9,0,0,2021-01-06,2023-02-21,5.0,5.0,5.0,4.89,4.89,4.89,4.78,f,1,1,0,0,0.19
10100,10100,city scrape,Estúdio 12 (Novo) Lapa/ Santa Teresa,2016-03-07,"Rio de Janeiro, Brazil",within a few hours,90%,71%,f,Ipanema,5.0,6.0,t,"Rio de Janeiro, Brazil",Santa Teresa,Entire loft,Entire home/apt,2,1.0,1.0,1.0,$625.00,2,1125,1,1,1125,1125,t,3,3,22,297,14,2,0,2020-02-27,2024-11-17,4.86,4.71,4.64,4.86,4.86,4.43,4.64,f,5,4,1,0,0.24
10200,10200,city scrape,Apt 507 Jacarepagua,2018-07-27,"Rio de Janeiro, Brazil",within an hour,90%,83%,f,,2.0,4.0,t,"Jacarepaguá, Rio de Janeiro, Brazil",Jacarepaguá,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,$231.00,1,1125,1,1,1125,1125,t,13,43,68,339,44,5,0,2020-03-15,2024-09-19,4.84,4.95,4.82,4.93,4.82,4.77,4.73,f,2,2,0,0,0.75
10300,10300,previous scrape,A Casa  Vinicius de Moraes,2019-08-12,"Rio de Janeiro, Brazil",within an hour,100%,99%,t,Laranjeiras,4.0,5.0,t,"Laranjeiras, Rio de Janeiro, Brazil",Laranjeiras,Entire condo,Entire home/apt,5,,3.0,,,3,365,3,3,1125,1125,t,21,51,78,258,2,0,0,2020-07-10,2021-01-10,5.0,4.5,5.0,5.0,5.0,4.5,5.0,t,3,1,2,0,0.04
10400,10400,city scrape,Design flat in Ipanema Posto 9 - Pool and view,2011-05-18,"Rio de Janeiro, Brazil",within a few hours,94%,66%,,Ipanema,66.0,114.0,t,,Ipanema,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"$1,900.00",2,1125,2,5,1125,1125,t,2,29,59,149,39,5,0,2020-09-13,2024-11-24,4.69,4.87,4.74,4.9,4.9,5.0,4.44,f,7,7,0,0,0.75
10500,10500,city scrape,Amplo apartamento na melhor localização do Leblon,2020-09-10,"Curitiba, Brazil",within an hour,100%,100%,f,,1.0,1.0,t,,Leblon,Entire condo,Entire home/apt,10,3.0,5.0,4.0,$946.00,2,1125,2,2,1125,1125,t,1,25,50,50,61,15,0,2020-10-12,2024-11-17,4.72,4.75,4.77,4.79,4.74,4.98,4.77,t,1,1,0,0,1.19
10600,10600,city scrape,Ipanema apartamento 608,2017-09-26,"State of Rio de Janeiro, Brazil",within an hour,98%,90%,f,Ipanema,12.0,12.0,t,"Ipanema, Rio de Janeiro, Brazil",Ipanema,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,$745.00,1,1125,1,1,1125,1125,t,12,40,70,345,19,5,0,2020-10-05,2024-09-15,4.21,4.32,4.53,4.74,4.68,4.89,4.26,f,12,12,0,0,0.37
10700,10700,city scrape,Apartamento charmoso de 2 quartos em Botafogo,2018-01-31,"State of Rio de Janeiro, Brazil",within a day,100%,75%,f,,1.0,1.0,f,,Botafogo,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,$850.00,4,20,4,4,20,20,t,28,57,76,351,3,1,0,2021-02-12,2024-02-15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.06
10800,10800,city scrape,"Praia de Copacabana, Posto 5",2020-11-05,,within an hour,100%,0%,f,,5.0,13.0,t,,Copacabana,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,$800.00,5,15,5,5,15,15,t,16,46,70,345,0,0,0,,,,,,,,,,f,5,5,0,0,
10900,10900,city scrape,Amplo apartamento no Recreio dos Bandeirantes,2019-07-24,"State of Rio de Janeiro, Brazil",a few days or more,0%,0%,f,,2.0,2.0,f,"Recreio dos Bandeirantes, Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Entire condo,Entire home/apt,6,2.5,3.0,3.0,$400.00,4,1125,4,4,1125,1125,t,21,51,81,356,1,0,0,2021-01-11,2021-01-11,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,1,1,0,0.02
11000,11000,city scrape,Quarto Agradável em Santa Teresa,2020-12-08,,within a few hours,70%,92%,f,Santa Teresa,2.0,2.0,f,,Santa Teresa,Private room in rental unit,Private room,2,1.0,1.0,1.0,$200.00,1,60,1,1,60,60,t,0,24,45,140,6,4,0,2023-02-23,2024-11-17,5.0,5.0,5.0,5.0,5.0,4.83,4.83,f,2,0,2,0,0.27
11100,11100,city scrape,"Ap ao lado do Glória Dor, próx à Lapa e Copacabana",2017-12-15,"Rio de Janeiro, Brazil",within an hour,100%,99%,t,Copacabana,2.0,2.0,t,"Gloria, Rio de Janeiro, Brazil",Catete,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,$546.00,3,1125,2,5,1125,1125,t,18,48,73,73,148,21,0,2021-01-04,2024-11-25,4.97,4.99,4.97,4.99,5.0,4.95,4.93,t,2,2,0,0,3.05
11200,11200,city scrape,BETMAR em Arpoador - «Copacabana e Ipanema” -cozy!,2012-08-02,"Juiz de Fora, Brazil",within a day,67%,0%,f,,1.0,1.0,t,"Copacabana, Rio de Janeiro, Brazil",Ipanema,Entire condo,Entire home/apt,4,1.5,3.0,4.0,$800.00,29,365,3,29,365,365,t,0,0,0,63,38,0,0,2021-02-18,2023-04-10,4.92,4.95,4.95,4.95,5.0,5.0,4.97,f,1,1,0,0,0.81
11300,11300,city scrape,Casa no alto da lagoa 3 quartos,2012-11-26,"Rio de Janeiro, Brazil",within an hour,100%,92%,t,Copacabana,49.0,179.0,t,"Lagoa, Rio de Janeiro, Brazil",Lagoa,Entire home,Entire home/apt,12,4.0,3.0,3.0,"$4,700.00",3,365,3,10,365,365,t,30,60,90,365,2,0,0,2021-03-17,2021-03-30,2.5,3.5,2.5,5.0,5.0,4.0,2.0,f,42,42,0,0,0.04
11400,11400,city scrape,Quarto privado in Vila,2016-07-25,"Rio de Janeiro, Brazil",within a day,78%,41%,f,,1.0,3.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Private room in villa,Private room,2,2.0,1.0,2.0,$144.00,1,1125,1,1,1125,1125,t,15,18,40,315,26,7,0,2021-01-31,2024-11-17,4.88,4.77,4.81,4.96,4.96,4.92,4.85,f,1,0,1,0,0.55
11500,11500,city scrape,"Flat incrível, wifi, tv a cabo. garagem, piscina",2019-11-14,,within an hour,100%,91%,f,Curicica,20.0,22.0,t,"Jacarepaguá, Rio de Janeiro, Brazil",Jacarepaguá,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,$324.00,1,365,1,4,365,365,t,2,2,2,2,19,0,0,2021-04-11,2023-02-26,4.89,4.95,5.0,5.0,5.0,4.84,4.63,f,16,12,4,0,0.42
11600,11600,city scrape,Arpoardor full climatized +3queen bed 50m BEACH FA,2013-12-03,,within an hour,100%,99%,f,Copacabana,25.0,53.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,9,3.0,4.0,5.0,$399.00,1,90,1,6,90,1125,t,2,3,4,6,221,72,3,2021-04-25,2024-12-17,4.77,4.73,4.76,4.87,4.69,4.9,4.64,t,22,22,0,0,4.93
11700,11700,city scrape,"NO CORAÇÃO DE IPANEMA, QUADRA DA PRAIA",2014-04-23,,within an hour,100%,100%,t,,1.0,1.0,t,,Ipanema,Entire condo,Entire home/apt,4,1.0,1.0,1.0,"$1,800.00",2,30,2,2,30,30,t,20,50,52,52,59,5,0,2021-09-07,2024-09-23,4.97,4.97,4.93,5.0,4.97,5.0,4.9,f,1,1,0,0,1.46
11800,11800,city scrape,"Lagoa , entre Ipa e Copa , piscina , academia  .",2021-01-28,,,,,f,,4.0,6.0,f,,Lagoa,Private room in rental unit,Private room,1,1.0,1.0,1.0,$900.00,1,1125,1,1,1125,1125,t,30,60,90,365,1,0,0,2021-09-07,2021-09-07,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,4,0,4,0,0.02
11900,11900,city scrape,Lindo apart. Copacabana Leme vista mar 3quartos,2015-08-17,"State of Rio de Janeiro, Brazil",within a few hours,100%,100%,t,,1.0,1.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire condo,Entire home/apt,6,3.0,3.0,3.0,"$2,143.00",3,1125,3,3,1125,1125,t,9,27,27,288,68,11,0,2022-01-02,2024-11-24,4.94,4.96,4.88,4.94,4.88,4.94,4.94,f,1,1,0,0,1.87
12000,12000,city scrape,Large Atlantic with 4 bedroom,2018-08-21,"Rio de Janeiro, Brazil",within an hour,92%,100%,,Copacabana,38.0,48.0,t,"Copacabana, Rio de Janeiro, Brazil",Leme,Entire rental unit,Entire home/apt,8,2.5,4.0,6.0,"$3,229.00",3,68,3,5,1125,1125,t,12,25,27,27,29,5,0,2021-09-07,2024-09-16,4.69,4.76,4.79,4.62,4.59,4.97,4.76,t,19,19,0,0,0.72
12100,12100,city scrape,Casa de hóspedes adorável com estacionamento.,2018-08-26,,within a few hours,71%,100%,f,,1.0,3.0,t,"Jardim Botânico, Rio de Janeiro, Brazil",Jardim Botânico,Entire guesthouse,Entire home/apt,2,1.0,1.0,3.0,$400.00,2,365,2,2,365,365,t,21,51,76,351,11,3,0,2021-09-15,2024-11-19,4.36,4.09,4.18,4.82,4.82,4.73,4.09,f,1,1,0,0,0.28
12200,12200,city scrape,"Apartamento aconchegante Rio de Janeiro, Ipanema",2015-02-03,"Rio de Janeiro, Brazil",within an hour,100%,84%,t,Ipanema,3.0,3.0,t,"Rio de Janeiro, Brazil",Ipanema,Entire rental unit,Entire home/apt,4,3.0,2.0,2.0,"$1,593.00",4,30,4,4,30,30,t,3,5,15,264,11,10,2,2023-01-04,2024-12-23,4.91,5.0,5.0,5.0,5.0,4.91,4.82,f,1,1,0,0,0.46
12300,12300,previous scrape,Quarto Amigos/Família (6) - Uma quadra da praia,2021-09-06,,a few days or more,40%,27%,f,Ponta Negra,12.0,13.0,t,"Leme, Rio de Janeiro, Brazil",Leme,Private room in home,Private room,6,,1.0,,,1,365,1,1,365,365,t,0,0,5,5,0,0,0,,,,,,,,,,f,7,0,7,0,
12400,12400,city scrape,Aconchegante  KITINET perto da Arena e Globo,2019-01-23,,within a day,60%,25%,f,Barra da Tijuca,22.0,27.0,t,,Curicica,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$121.00,2,365,2,2,365,365,t,0,0,0,241,13,0,0,2022-01-14,2023-02-21,4.62,4.62,4.69,4.92,5.0,4.46,4.69,f,22,21,1,0,0.36
12500,12500,city scrape,Vista TOP - Praia de Copacabana,2011-06-01,"Rio de Janeiro, Brazil",within a few hours,95%,54%,f,Copacabana,8.0,13.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,2.0,3.0,5.0,"$1,200.00",2,365,2,6,365,365,t,5,5,5,275,20,2,0,2023-01-09,2024-11-17,4.65,4.75,4.95,5.0,4.95,5.0,4.7,f,6,3,3,0,0.83
12600,12600,city scrape,Centro de Ipanema praia posto 9 Arpoador,2012-05-07,"Rio de Janeiro, Brazil",within an hour,100%,100%,,Ipanema,36.0,46.0,t,"Ipanema, Rio de Janeiro, Brazil",Ipanema,Entire rental unit,Entire home/apt,8,3.0,4.0,8.0,"$4,567.00",2,60,2,5,1125,1125,t,2,17,25,25,127,28,0,2021-11-21,2024-11-24,4.84,4.86,4.94,4.93,4.88,4.94,4.72,t,29,29,0,0,3.36
12700,12700,city scrape,Suíte Encantada,2021-01-07,,within a day,100%,,f,,1.0,1.0,t,,Rio Comprido,Private room in condo,Private room,2,2.0,1.0,1.0,$120.00,2,30,2,2,30,30,t,14,44,63,63,0,0,0,,,,,,,,,,f,1,0,1,0,
