,Unnamed: 0,source,name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,precio_usd
19043,19043,city scrape,"Casarão prox RioCentro, Farmasi, Parque Olímpico",2017-05-30,"Rio de Janeiro, Brazil",within an hour,100%,94%,t,Jacarepaguá,4.0,4.0,t,"Rio de Janeiro, Brazil",Jacarepaguá,Entire home,Entire home/apt,16,4.5,5.0,9.0,2757.0,1,365,1,6,365,365,t,4,21,39,280,77,56,5,2023-05-14,2024-12-15,4.81,4.77,4.77,4.96,4.97,4.75,4.75,f,4,4,0,0,3.89,468.69000000000005
19046,19046,city scrape,Apartment in Leme / Copacabana with beach view.,2021-10-30,Brazil,within a day,100%,67%,f,Leme,1.0,1.0,t,"Rio de Janeiro, Brazil",Leme,Entire rental unit,Entire home/apt,5,1.5,2.0,3.0,1600.0,3,365,3,5,365,365,t,10,26,30,71,9,4,0,2023-02-23,2024-09-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.4,272.0
19050,19050,city scrape,Hotel Nacional Suíte Vista Mar,2023-01-29,,,,100%,f,São Conrado,1.0,1.0,t,,São Conrado,Room in hotel,Private room,6,1.0,1.0,4.0,1570.0,2,365,2,2,365,365,t,0,0,8,16,3,3,0,2024-01-01,2024-02-18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,0,1,0,0.25,266.90000000000003
19066,19066,city scrape,Cobertura duplex Frente Mar - Barra da Tijuca,2019-11-04,,within a few hours,100%,100%,f,Barra da Tijuca,2.0,2.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,2697.0,3,365,3,3,365,365,t,27,57,87,362,1,0,0,2023-02-22,2023-02-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.04,458.49
19069,19069,city scrape,CantinhoVerde,2012-11-27,"Rio de Janeiro, Brazil",within a day,50%,0%,f,Vargem Grande,1.0,2.0,t,,Vargem Grande,Entire home,Entire home/apt,6,3.5,3.0,3.0,950.0,3,365,3,3,365,365,t,29,59,89,364,0,0,0,,,,,,,,,,f,1,1,0,0,,161.5
19071,19071,city scrape,Apartamento na Praia da Barra,2023-01-15,"Rio de Janeiro, Brazil",within a day,50%,100%,f,Barra da Tijuca,2.0,2.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,1450.0,4,10,4,4,10,10,t,28,58,88,88,0,0,0,,,,,,,,,,f,2,2,0,0,,246.50000000000003
19073,19073,city scrape,Mansão Moderna no Joá | Somente Aluguel Anual!,2014-04-15,"Rio de Janeiro, Brazil",within a few hours,93%,5%,f,Joá,93.0,138.0,t,,Joá,Entire home,Entire home/apt,12,6.5,5.0,5.0,15100.0,1,365,1,1,365,365,t,29,59,89,364,0,0,0,,,,,,,,,,f,82,81,1,0,,2567.0
19075,19075,city scrape,Aparthotel beiramar confortlazer,2023-01-30,,within an hour,100%,97%,t,Barra da Tijuca,2.0,3.0,t,,Barra da Tijuca,Entire rental unit,Entire home/apt,6,2.0,2.0,2.0,1129.0,2,1125,2,2,1125,1125,t,0,6,24,108,40,25,1,2023-03-27,2024-12-15,4.95,4.9,4.95,5.0,4.95,5.0,4.9,f,2,2,0,0,1.87,191.93
19082,19082,previous scrape,Melhor quarto e sala - Posto 5 da Barra da Tijuca.,2023-01-30,"Rio de Janeiro, Brazil",,,71%,f,Barra da Tijuca,1.0,1.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire condo,Entire home/apt,5,,1.0,,,2,1125,2,2,1125,1125,t,0,0,0,0,9,3,0,2023-03-28,2024-10-29,5.0,4.89,4.67,5.0,5.0,5.0,5.0,f,1,1,0,0,0.42,
19091,19091,previous scrape,5 vagas sobrando em Copacabana,2016-06-27,"Brasilia, Brazil",a few days or more,20%,0%,f,Copacabana,1.0,1.0,f,,Copacabana,Entire rental unit,Entire home/apt,5,,3.0,,,1,365,1,1,365,365,t,28,58,88,363,0,0,0,,,,,,,,,,f,1,1,0,0,,
19094,19094,city scrape,Apê sensacional - Praia do Flamengo. Completo,2017-02-23,"Rio de Janeiro, Brazil",within an hour,100%,22%,f,Flamengo,1.0,1.0,t,,Flamengo,Entire rental unit,Entire home/apt,6,2.0,2.0,2.0,1659.0,4,1125,4,4,1125,1125,t,30,60,83,357,6,2,0,2023-02-21,2024-02-13,5.0,5.0,5.0,5.0,5.0,5.0,4.83,f,1,1,0,0,0.27,282.03000000000003
19096,19096,previous scrape,casa de vila,2022-06-16,,a few days or more,0%,0%,f,Praca da Bandeira,1.0,1.0,f,"Rio de Janeiro, Brazil",Praça da Bandeira,Entire home,Entire home/apt,8,,3.0,,,3,10,3,3,10,10,t,27,57,87,362,0,0,0,,,,,,,,,,f,1,1,0,0,,
19102,19102,city scrape,Aconchegante/arejado/simpático,2023-01-30,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Santa Teresa,1.0,1.0,f,"Rio de Janeiro, Brazil",Santa Teresa,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,631.0,1,365,1,4,365,365,t,6,6,8,8,45,21,0,2023-02-20,2024-11-25,4.96,4.98,4.96,4.96,4.98,4.87,4.93,t,1,1,0,0,1.99,107.27000000000001
19103,19103,city scrape,AP silencioso em Copacabana,2023-01-29,"Brasilia, Brazil",within a day,100%,80%,t,Copacabana,3.0,3.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,7,2.0,2.0,2.0,986.0,3,180,3,3,180,180,t,8,31,54,109,42,14,2,2023-02-12,2024-12-23,4.9,4.9,4.86,4.95,4.93,4.98,4.95,f,3,3,0,0,1.84,167.62
19106,19106,city scrape,Copacabana junto  Praia e Hotel Copacabana Palace,2018-08-10,"Rio de Janeiro, Brazil",within an hour,100%,80%,t,Copacabana,5.0,6.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,10,1.0,1.0,10.0,1332.0,2,365,2,2,365,365,t,13,42,63,329,41,24,1,2023-02-21,2024-12-01,4.85,4.71,4.85,4.93,5.0,4.95,4.76,f,5,5,0,0,1.82,226.44000000000003
19108,19108,city scrape,Alugo apartamento para carnaval.,2023-02-01,,a few days or more,0%,0%,f,Copacabana,2.0,2.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,1.0,1.0,1.0,361.0,1,1125,1,1,1125,1125,t,23,53,78,353,2,0,0,2023-02-19,2023-02-22,3.0,3.0,3.0,5.0,3.0,5.0,3.0,f,2,2,0,0,0.09,61.370000000000005
19109,19109,city scrape,3 quartos semelhantes com Ar,2016-08-24,"Rio de Janeiro, Brazil",within a few hours,97%,40%,f,Ipanema,201.0,609.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,1.5,3.0,3.0,3290.0,3,365,3,3,365,365,t,29,59,89,89,0,0,0,,,,,,,,,,f,153,149,4,0,,559.3000000000001
19110,19110,city scrape,Excelente apt em Copacabana.,2018-12-29,,within a few hours,61%,59%,f,Copacabana,2.0,2.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,7,4.0,3.0,7.0,2700.0,2,365,1,2,365,365,t,29,59,84,84,4,1,0,2023-03-28,2024-02-18,5.0,5.0,5.0,5.0,5.0,4.5,5.0,f,2,2,0,0,0.19,459.00000000000006
19112,19112,city scrape,"Apto aconchegante, versátil, RJ",2023-02-02,,within a day,90%,61%,f,Centro,4.0,4.0,t,"Rio de Janeiro, Brazil",Saúde,Entire rental unit,Entire home/apt,6,1.0,1.0,5.0,220.0,7,60,7,8,60,60,t,19,49,77,148,8,1,0,2023-03-04,2024-09-27,4.0,4.25,3.63,4.63,4.5,4.0,4.38,f,4,4,0,0,0.36,37.400000000000006
19115,19115,city scrape,Cobertura Laranjeiras - Conforto,2019-08-31,Brazil,within a day,100%,0%,f,Laranjeiras,2.0,2.0,t,,Laranjeiras,Entire rental unit,Entire home/apt,12,3.5,3.0,6.0,2046.0,3,365,3,7,365,365,t,24,54,84,84,0,0,0,,,,,,,,,,f,2,2,0,0,,347.82000000000005
19117,19117,city scrape,Temporada Carnaval 2023,2022-01-07,,,,,f,Recreio dos Bandeirantes,1.0,1.0,t,,Recreio dos Bandeirantes,Entire home,Entire home/apt,6,2.0,2.0,3.0,900.0,4,4,4,4,4,4,t,27,57,87,362,0,0,0,,,,,,,,,,t,1,1,0,0,,153.0
19120,19120,city scrape,Cobertura/Piscina/Churrasqueira,2016-01-14,"Rio de Janeiro, Brazil",,,0%,f,São Conrado,2.0,2.0,t,"Rio de Janeiro, Brazil",São Conrado,Entire rental unit,Entire home/apt,7,4.0,3.0,4.0,2314.0,5,365,5,5,365,365,t,28,58,88,363,1,0,0,2023-03-01,2023-03-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.04,393.38000000000005
19122,19122,city scrape,Cobertura zona sul RJ,2017-06-27,"Rio de Janeiro, Brazil",within a few hours,100%,100%,,São Conrado,2.0,3.0,t,"Rio de Janeiro, Brazil",São Conrado,Entire rental unit,Entire home/apt,7,4.0,3.0,4.0,2800.0,5,365,5,5,365,365,t,28,58,83,358,3,1,0,2023-02-23,2024-01-09,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.13,476.00000000000006
19125,19125,city scrape,Mansão das Orquídeas,2012-02-23,"Rio de Janeiro, Brazil",a few days or more,40%,52%,f,Itanhangá,1.0,2.0,t,"Rio de Janeiro, Brazil",Itanhangá,Entire home,Entire home/apt,15,4.0,5.0,8.0,5714.0,2,30,1,2,30,30,t,18,36,56,325,26,10,0,2023-02-19,2024-10-27,4.85,4.77,4.65,5.0,4.92,4.96,4.88,f,1,1,0,0,1.15,971.3800000000001
19126,19126,city scrape,Preços Baixos P/ o Fim de Ano! Réveillon no Joá!,2014-04-15,"Rio de Janeiro, Brazil",within a few hours,93%,5%,f,Joá,93.0,138.0,t,,Joá,Entire home,Entire home/apt,12,6.0,4.0,8.0,6000.0,3,365,3,3,365,365,t,30,60,90,365,0,0,0,,,,,,,,,,f,82,81,1,0,,1020.0000000000001
19128,19128,city scrape,Melhor Preço P/ Réveillon! Mansão Frente Mar - Joá,2014-04-15,"Rio de Janeiro, Brazil",within a few hours,93%,5%,f,Joá,93.0,138.0,t,,Joá,Entire home,Entire home/apt,15,6.5,6.0,14.0,7100.0,2,365,2,2,365,365,t,29,59,89,364,1,1,0,2024-08-12,2024-08-12,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,82,81,1,0,0.22,1207.0
19130,19130,city scrape,"Frente à praia, com vista mar e ao lado do Windsor",2017-01-06,"Ipatinga, Brazil",within an hour,100%,100%,f,Barra da Tijuca,1.0,1.0,t,,Barra da Tijuca,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,450.0,2,60,2,7,1125,1125,t,5,9,30,53,5,0,0,2023-03-26,2023-10-07,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0,0.23,76.5
19134,19134,previous scrape,Sinta-se em sua casa,2017-11-06,"State of Rio de Janeiro, Brazil",,,100%,f,Humaitá,1.0,1.0,t,"Rio de Janeiro, Brazil",Botafogo,Entire condo,Entire home/apt,6,,2.0,,,4,1125,4,4,1125,1125,t,0,0,0,0,1,1,0,2024-01-03,2024-01-03,5.0,5.0,4.0,5.0,5.0,5.0,4.0,f,1,1,0,0,0.08,
19137,19137,city scrape,Espaço Nutri Luz,2019-09-04,,,,,f,Vargem Grande,1.0,1.0,t,,Vargem Grande,Private room in bed and breakfast,Private room,6,3.5,3.0,6.0,200.0,1,5,1,1,5,5,t,30,60,90,90,0,0,0,,,,,,,,,,f,1,0,1,0,,34.0
19145,19145,city scrape,Encanto - Beleza e Armonia .,2015-10-27,"Rio de Janeiro, Brazil",within a day,57%,10%,f,Barra da Tijuca,160.0,196.0,t,,Jacarepaguá,Entire rental unit,Entire home/apt,5,2.5,3.0,6.0,2800.0,1,365,1,1,365,365,t,29,59,89,364,0,0,0,,,,,,,,,,f,154,154,0,0,,476.00000000000006
19151,19151,city scrape,Apartamento confortável,2017-10-20,"Rio de Janeiro, Brazil",within a few hours,100%,,f,Copacabana,1.0,3.0,t,,Copacabana,Entire rental unit,Entire home/apt,5,1.5,2.0,3.0,1500.0,3,365,3,3,365,365,t,23,53,80,355,3,1,0,2023-02-21,2024-02-13,5.0,5.0,4.67,5.0,5.0,5.0,4.67,f,1,1,0,0,0.13,255.00000000000003
19152,19152,city scrape,Avenida Atlantica for up to 5 people C117,2014-03-07,"Rio de Janeiro, Brazil",within an hour,99%,97%,f,Copacabana,83.0,88.0,t,,Copacabana,Entire rental unit,Entire home/apt,5,2.0,3.0,3.0,2326.0,2,90,2,5,90,90,t,2,17,27,123,15,8,2,2023-02-13,2024-12-25,4.8,4.67,4.67,4.73,4.93,4.86,4.67,t,68,67,1,0,0.66,395.42
19155,19155,city scrape,Excelente apto 3 qtos Copacabana,2019-03-19,"Belo Horizonte, Brazil",within a few hours,100%,81%,f,Copacabana,1.0,2.0,t,,Copacabana,Entire rental unit,Entire home/apt,7,2.5,3.0,3.0,2721.0,2,60,2,2,60,60,t,17,27,51,51,30,5,0,2023-03-28,2024-06-08,4.4,4.5,4.4,4.8,4.63,4.87,4.33,f,1,1,0,0,1.4,462.57000000000005
19156,19156,city scrape,Casa Prosperidade (Piscina linda).,2017-07-17,"Blumenau, Brazil",within an hour,100%,94%,t,Vargem Grande,2.0,3.0,t,"Rio de Janeiro, Brazil",Vargem Grande,Entire home,Entire home/apt,13,1.5,4.0,9.0,2650.0,2,30,1,5,30,30,t,22,52,82,172,21,18,2,2023-02-19,2024-12-15,4.81,4.95,4.95,5.0,4.81,4.76,4.95,f,1,1,0,0,0.93,450.50000000000006
19157,19157,city scrape,Excellent Penthouse with pool in Leblon,2015-06-20,"Rio de Janeiro, Brazil",within an hour,100%,99%,t,Leblon,26.0,29.0,t,,Leblon,Entire rental unit,Entire home/apt,8,5.5,4.0,6.0,9714.0,6,365,6,6,365,365,t,30,56,82,82,0,0,0,,,,,,,,,,f,26,26,0,0,,1651.38
19158,19158,city scrape,ótima casa para o carnaval,2019-07-29,,a few days or more,0%,,f,Paciência,1.0,2.0,f,,Paciência,Entire home,Entire home/apt,6,3.0,2.0,2.0,1999.0,1,365,1,1,365,365,t,30,60,90,365,0,0,0,,,,,,,,,,t,1,1,0,0,,339.83000000000004
19163,19163,city scrape,"Apartamento todo, Botafogo, 6 pessoas, Metrô.",2023-02-03,"Rio de Janeiro, Brazil",within a day,50%,29%,f,Botafogo,1.0,1.0,f,,Botafogo,Entire rental unit,Entire home/apt,6,1.0,1.0,2.0,449.0,3,365,3,3,365,365,t,12,12,12,12,1,1,0,2024-05-05,2024-05-05,5.0,5.0,5.0,5.0,5.0,5.0,4.0,f,1,1,0,0,0.13,76.33000000000001
19168,19168,city scrape,Studio vista nobre,2016-07-30,"Rio de Janeiro, Brazil",within an hour,100%,93%,f,Botafogo,3.0,3.0,t,,Botafogo,Entire rental unit,Entire home/apt,6,1.0,1.0,6.0,793.0,3,30,2,3,30,30,t,7,24,25,26,77,35,3,2023-02-13,2024-12-11,4.87,4.95,4.91,4.99,5.0,4.96,4.95,f,3,3,0,0,3.38,134.81
19172,19172,city scrape,Casa completa na Babilônia-Leme,2014-05-21,"Rio, Brazil",within a day,100%,83%,f,Leme,1.0,6.0,f,"Rio de Janeiro, Brazil",Leme,Entire home,Entire home/apt,6,1.0,3.0,4.0,861.0,7,220,7,7,220,220,t,11,40,62,336,5,3,0,2023-11-09,2024-09-21,4.6,4.8,4.8,4.2,4.8,4.2,4.8,f,1,1,0,0,0.36,146.37
19176,19176,city scrape,"Apto todo mobiliado, excelente!",2021-10-26,"Rio de Janeiro, Brazil",within a few hours,100%,67%,f,Anil,1.0,1.0,f,,Anil,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,700.0,1,365,1,1,365,365,t,25,55,85,360,3,2,0,2023-11-05,2024-09-22,5.0,5.0,5.0,5.0,5.0,4.67,4.67,f,1,1,0,0,0.21,119.00000000000001
19177,19177,city scrape,Loft na Lapa,2021-01-28,"Rio de Janeiro, Brazil",within a few hours,100%,63%,t,Centro,1.0,1.0,t,"Rio de Janeiro, Brazil",Centro,Entire loft,Entire home/apt,5,1.0,1.0,5.0,360.0,3,90,1,3,90,90,t,5,8,18,145,21,11,2,2023-02-13,2024-12-16,4.95,4.81,4.9,4.95,4.9,4.71,4.9,f,1,1,0,0,0.92,61.2
19186,19186,city scrape,Apto Cond + perto do  Rio Centro e Praia Posto 10,2019-12-03,"Rio de Janeiro, Brazil",within a few hours,100%,100%,f,Vargem Pequena,3.0,3.0,t,"Rio de Janeiro, Brazil",Vargem Pequena,Private room in rental unit,Private room,6,1.0,1.0,2.0,145.0,1,365,1,1,365,365,t,29,59,89,364,0,0,0,,,,,,,,,,f,3,0,3,0,,24.650000000000002
19188,19188,city scrape,Apartamento 200 metros da praia,2023-02-03,,within an hour,100%,100%,f,Copacabana,2.0,2.0,t,,Copacabana,Entire rental unit,Entire home/apt,6,1.0,2.0,5.0,376.0,3,365,3,6,365,365,t,11,30,53,140,9,9,0,2024-02-15,2024-11-17,5.0,5.0,4.89,5.0,5.0,5.0,4.78,t,2,2,0,0,0.85,63.92
19200,19200,city scrape,Apartamento em Prédio em Frente a Praia do Leblon,2019-05-31,,within an hour,100%,94%,f,Leblon,1.0,1.0,f,"Rio de Janeiro, Brazil",Leblon,Entire rental unit,Entire home/apt,9,2.0,3.0,7.0,2628.0,2,365,2,5,365,365,t,24,50,69,344,8,6,1,2023-03-26,2024-11-28,5.0,4.88,4.75,5.0,5.0,5.0,4.88,f,1,1,0,0,0.37,446.76000000000005
19202,19202,city scrape,Super appartement plage à 2 min,2019-06-16,"Peypin, France",within an hour,100%,100%,f,Copacabana,1.0,1.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,2710.0,3,21,3,5,1125,1125,t,26,56,86,338,4,3,0,2023-02-22,2024-11-18,5.0,5.0,5.0,4.75,4.0,5.0,4.75,t,1,1,0,0,0.18,460.70000000000005
19203,19203,city scrape,Apartamento Rio de Janeiro (espaço inteiro),2016-01-15,"Rio de Janeiro, Brazil",within a few hours,100%,100%,f,Pechincha,2.0,2.0,t,"Rio de Janeiro, Brazil",Taquara,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,450.0,2,1125,2,2,1125,1125,t,0,28,53,233,15,15,0,2024-01-21,2024-11-17,5.0,5.0,5.0,4.93,5.0,4.93,5.0,f,1,1,0,0,1.32,76.5
19204,19204,city scrape,Santa Teresa sambódromo,2023-02-04,,a few days or more,0%,0%,f,Santa Teresa,1.0,1.0,t,"Rio de Janeiro, Brazil",Santa Teresa,Entire home,Entire home/apt,7,2.0,3.0,3.0,243.0,1,1125,1,1,1125,1125,t,29,59,81,356,0,0,0,,,,,,,,,,f,1,1,0,0,,41.31
19205,19205,city scrape,Amplo Apartamento renovado,2016-06-06,,within a few hours,100%,100%,f,Copacabana,1.0,2.0,t,,Copacabana,Entire rental unit,Entire home/apt,6,2.0,3.0,5.0,1980.0,2,365,2,7,365,365,t,22,52,77,313,3,2,0,2023-02-22,2024-11-17,5.0,5.0,4.67,5.0,5.0,5.0,5.0,f,1,1,0,0,0.13,336.6
19207,19207,city scrape,Conforto em Copacabana,2021-08-25,,within a day,60%,33%,f,Copacabana,2.0,3.0,f,,Copacabana,Entire rental unit,Entire home/apt,5,2.0,2.0,5.0,1686.0,3,21,3,6,21,21,t,20,50,75,225,3,1,0,2023-04-22,2024-10-12,5.0,5.0,5.0,4.0,4.67,5.0,5.0,f,1,1,0,0,0.15,286.62
19213,19213,city scrape,Um lugar eclético para relaxar!,2018-04-16,"Rio de Janeiro, Brazil",within a few hours,80%,50%,f,Pedra de Guaratiba,1.0,1.0,t,,Pedra de Guaratiba,Tiny home,Entire home/apt,6,1.0,2.0,3.0,180.0,1,1125,1,1,1125,1125,t,25,55,85,85,0,0,0,,,,,,,,,,t,1,1,0,0,,30.6
19215,19215,city scrape,Apto Luxuoso com garagem  Botafogo-RJ.,2019-09-24,,within an hour,100%,82%,t,Botafogo,1.0,1.0,t,"Rio de Janeiro, Brazil",Botafogo,Entire rental unit,Entire home/apt,6,3.0,3.0,2.0,1414.0,2,60,2,2,60,60,t,11,41,67,67,41,21,1,2023-02-21,2024-12-01,4.95,4.95,4.98,4.9,5.0,4.95,4.88,f,1,1,0,0,1.82,240.38000000000002
19218,19218,city scrape,Apto Copacabana a 450m praia. Garagem. Ar Cond.,2023-02-06,,within an hour,100%,100%,t,Duque De Caxias,2.0,2.0,f,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,7,2.0,2.0,5.0,1114.0,2,365,2,3,365,365,t,10,37,57,136,109,50,4,2023-02-13,2024-12-26,4.96,4.94,4.98,4.97,5.0,4.97,4.9,f,1,1,0,0,4.77,189.38000000000002
19220,19220,city scrape,Arvrão casa vidigal,2023-01-11,,within a few hours,100%,80%,t,Vidigal,1.0,1.0,t,,Vidigal,Entire home,Entire home/apt,6,1.5,2.0,3.0,250.0,3,365,3,3,365,365,t,18,46,63,338,10,5,0,2023-06-11,2024-05-23,5.0,5.0,5.0,5.0,5.0,4.9,5.0,f,1,1,0,0,0.53,42.5
19224,19224,city scrape,Apartamento no coração do Leblon,2017-01-02,"Rio de Janeiro, Brazil",,,100%,f,Leblon,1.0,1.0,t,,Leblon,Entire rental unit,Entire home/apt,6,3.0,3.0,4.0,2293.0,5,180,5,5,180,180,t,24,54,79,353,2,2,0,2024-01-03,2024-02-17,4.5,5.0,4.5,5.0,5.0,5.0,4.5,f,1,1,0,0,0.17,389.81
19226,19226,city scrape,Apartamento nota máxima na Zona Sul do Rio.,2023-02-02,"Rio de Janeiro, Brazil",within an hour,100%,89%,t,Flamengo,1.0,1.0,t,"Rio de Janeiro, Flamengo, Brazil",Catete,Entire condo,Entire home/apt,8,2.0,3.0,5.0,1455.0,1,30,1,4,30,30,t,15,45,68,338,27,10,0,2023-02-26,2024-10-20,5.0,5.0,4.96,5.0,5.0,4.93,5.0,f,1,1,0,0,1.21,247.35000000000002
19227,19227,city scrape,Excelente Apartamento No Centro da Lapa,2018-11-09,"Rio de Janeiro, Brazil",within an hour,100%,88%,t,Centro,1.0,1.0,t,"Rio de Janeiro, Brazil",Centro,Entire rental unit,Entire home/apt,6,1.0,2.0,6.0,943.0,1,1125,1,3,1125,1125,t,17,34,58,148,28,15,0,2023-02-26,2024-11-18,4.86,4.82,4.71,4.79,4.86,4.82,4.86,f,1,1,0,0,1.25,160.31
19232,19232,city scrape,Apê p/ o Carnaval de Copacabana,2019-01-22,"State of Rio de Janeiro, Brazil",a few days or more,7%,0%,f,Jacarepaguá,2.0,2.0,t,,Copacabana,Entire rental unit,Entire home/apt,5,1.0,1.0,1.0,3000.0,1,365,1,1,365,365,t,28,58,88,363,0,0,0,,,,,,,,,,f,2,2,0,0,,510.00000000000006
19240,19240,city scrape,Ata702b | Modern apartment close to Leblon beach,2012-03-21,"Rio de Janeiro, Brazil",within an hour,98%,69%,f,Leblon,130.0,358.0,t,,Leblon,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,450.0,1,1125,1,5,1,1125,t,19,49,79,343,9,3,0,2023-03-22,2024-11-19,4.44,4.44,4.33,4.22,4.22,4.56,4.33,f,125,117,8,0,0.42,76.5
19242,19242,city scrape,Apartamento Riocentro,2023-02-05,,within a day,50%,50%,f,,1.0,1.0,t,,Camorim,Entire rental unit,Entire home/apt,5,2.0,3.0,4.0,1000.0,5,1125,5,5,1125,1125,t,27,57,87,177,3,2,0,2023-02-23,2024-09-23,4.67,4.67,4.67,5.0,4.67,4.67,4.33,f,1,1,0,0,0.13,170.0
19243,19243,city scrape,Aconchego No Coração de Botafogo.,2023-02-05,,a few days or more,0%,100%,f,Botafogo,1.0,1.0,t,,Botafogo,Entire rental unit,Entire home/apt,6,1.5,2.0,2.0,1650.0,4,13,4,4,13,13,t,0,0,0,1,2,1,0,2023-02-21,2024-02-14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.09,280.5
19247,19247,city scrape,Apê Leblon - Family & Friends,2018-02-24,"São Paulo, Brazil",within an hour,100%,75%,f,Leblon,1.0,1.0,t,"Rio de Janeiro, Brazil",Leblon,Entire rental unit,Entire home/apt,6,3.0,3.0,4.0,2500.0,2,365,2,2,365,365,t,6,19,41,298,54,30,2,2023-03-05,2024-12-26,5.0,4.98,4.96,5.0,4.98,4.98,4.93,f,1,1,0,0,2.44,425.00000000000006
19251,19251,city scrape,Apê Reveillon - melhor lugar da Zona Sul!,2019-02-21,,within a few hours,100%,100%,f,Humaitá,1.0,2.0,f,"Rio de Janeiro, Brazil",Humaitá,Entire rental unit,Entire home/apt,6,1.0,2.0,2.0,936.0,5,15,5,5,15,15,t,23,53,78,168,0,0,0,,,,,,,,,,f,1,1,0,0,,159.12
19260,19260,city scrape,Apartamento Espaçoso no Centro de Ipanema,2016-08-28,,within an hour,100%,99%,t,Leblon,52.0,61.0,t,,Ipanema,Entire rental unit,Entire home/apt,8,3.0,4.0,5.0,1870.0,2,90,2,3,90,1125,t,9,24,37,40,81,38,4,2023-02-07,2024-12-13,4.9,4.93,4.88,4.98,4.94,4.78,4.83,f,52,52,0,0,3.52,317.90000000000003
19267,19267,city scrape,Apt N S de Copacabana reformado!,2021-03-16,,within an hour,100%,99%,t,Copacabana,11.0,13.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,2.0,2.0,6.0,1368.0,2,29,2,5,1125,1125,t,7,19,26,200,56,33,5,2023-02-21,2024-12-24,4.98,4.96,4.96,4.98,4.98,4.95,4.95,t,6,6,0,0,2.48,232.56000000000003
19268,19268,previous scrape,Confortável apto no Leblon!,2023-01-28,,within an hour,100%,98%,t,Leblon,1.0,2.0,t,,Leblon,Entire rental unit,Entire home/apt,5,,2.0,,,3,200,2,3,1125,1125,t,1,1,1,1,55,26,0,2023-02-17,2024-11-19,4.91,4.91,4.91,4.98,4.98,4.98,4.85,f,1,1,0,0,2.42,
19271,19271,city scrape,Apartamento aconchegante do lado da Praia da Barra,2022-09-20,,a few days or more,40%,74%,f,Freguesia de Jacarepaguá,1.0,1.0,t,"Rio de Janeiro, Brazil",Freguesia (Jacarepaguá),Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,200.0,2,1125,2,2,1125,1125,t,1,29,59,334,15,10,0,2023-05-22,2024-11-25,4.53,4.93,4.33,4.6,4.4,4.93,4.53,f,1,1,0,0,0.77,34.0
