,Unnamed: 0,source,name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,precio_usd
9992,9992,city scrape,Loftvistapraiarj,2018-08-06,"Rio de Janeiro, Brazil",within an hour,100%,96%,t,,1.0,2.0,t,"Jardim Guanabara, Rio de Janeiro, Brazil",Jardim Guanabara,Entire loft,Entire home/apt,4,1.0,1.0,2.0,485.0,2,30,2,2,1125,1125,t,22,28,36,36,78,9,2,2020-02-14,2024-12-09,4.81,4.82,4.82,4.97,4.94,4.91,4.74,t,1,1,0,0,1.32,82.45
9995,9995,city scrape,Melhor ponto de COPACABANA,2019-11-23,"State of Rio de Janeiro, Brazil",within an hour,100%,100%,t,,2.0,2.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,630.0,3,1125,3,3,1125,1125,t,3,3,24,188,20,2,0,2020-02-26,2024-03-31,5.0,5.0,5.0,5.0,5.0,5.0,4.95,t,2,2,0,0,0.34,107.10000000000001
9998,9998,city scrape,Suíte  Perfeita  em  Botafogo 1 Pessoa,2016-10-12,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Botafogo,1.0,1.0,t,"Rio de Janeiro, Brazil",Botafogo,Private room in rental unit,Private room,1,1.0,1.0,1.0,602.0,2,29,2,2,1125,1125,t,25,55,80,170,16,2,0,2020-02-26,2024-09-15,4.88,4.88,4.88,5.0,5.0,4.94,4.63,t,1,0,1,0,0.27,102.34
10001,10001,previous scrape,Quadra da praia de Copacabana 2 quartos,2018-05-14,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,,1.0,1.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,5,,2.0,,,3,90,3,3,1125,1125,t,0,0,0,0,45,21,3,2020-02-16,2024-12-25,4.87,4.93,4.76,4.98,5.0,4.91,4.87,t,1,1,0,0,0.76,
10022,10022,city scrape,Copacabana com vista e perto da praia!,2020-01-03,"State of Rio de Janeiro, Brazil",,,100%,f,,1.0,1.0,t,,Copacabana,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,1200.0,9,1125,9,9,1125,1125,t,30,60,90,90,0,0,0,,,,,,,,,,t,1,1,0,0,,204.00000000000003
10042,10042,city scrape,Apartment at Flamengo`s District !!!!,2016-07-04,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,,1.0,1.0,t,"Flamengo, Rio de Janeiro, Brazil",Flamengo,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,614.0,5,1125,5,5,1125,1125,t,19,49,71,341,25,3,0,2020-11-30,2024-10-22,4.8,4.8,4.6,4.96,4.96,4.96,4.52,t,1,1,0,0,0.5,104.38000000000001
10043,10043,city scrape,C3 Estilo e conforto em Copacabana. Junto à Praia,2019-12-16,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Copacabana,17.0,18.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,736.0,1,1125,1,5,99,1125,t,14,32,41,292,84,31,3,2020-02-24,2024-12-23,4.92,4.94,4.85,4.95,4.94,4.9,4.77,t,17,17,0,0,1.42,125.12
10054,10054,previous scrape,BARRA   FRENTE AO MAR/ AV. LUCIO  COSTA.,2018-08-20,"State of Rio de Janeiro, Brazil",within an hour,100%,99%,,Leblon,9.0,9.0,t,,Barra da Tijuca,Entire condo,Entire home/apt,6,,3.0,,,3,730,3,5,1125,1125,t,13,31,61,150,61,16,0,2020-11-03,2024-11-24,4.8,4.84,4.64,4.9,4.9,4.97,4.69,t,5,5,0,0,1.21,
10082,10082,city scrape,C3+ Conforto em Copacabana Junto a PRAIA & METRÔ,2019-12-16,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Copacabana,17.0,18.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,736.0,1,1125,1,5,99,1125,t,14,32,41,292,115,21,3,2020-03-08,2024-12-08,4.9,4.97,4.81,4.99,4.97,4.89,4.86,t,17,17,0,0,1.96,125.12
10083,10083,city scrape,Apat hotel Rio Stay Suite deluxe(B),2019-07-19,"Rio de Janeiro, Brazil",,,100%,f,,20.0,20.0,t,,Camorim,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,337.0,2,960,2,2,1125,1125,t,0,0,4,4,3,0,0,2020-09-03,2023-10-23,5.0,4.67,4.67,5.0,4.67,4.33,4.67,t,20,18,2,0,0.06,57.290000000000006
10090,10090,city scrape,2-Bedroom apartment 350m from beach | FS95/202A,2013-04-19,"Rio de Janeiro, Brazil",within an hour,98%,99%,f,Vidigal,247.0,431.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,1218.0,1,90,1,5,90,90,t,12,42,65,340,87,19,1,2020-03-09,2024-12-06,4.66,4.74,4.69,4.83,4.77,4.87,4.61,t,241,241,0,0,1.49,207.06
10093,10093,city scrape,Attractive in Barra da Tijuca with a view | As1602,2020-10-07,"Rio de Janeiro, Brazil",,,,f,Copacabana,60.0,422.0,t,,Barra da Tijuca,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,1459.0,1,1125,1,5,1125,1125,t,0,12,28,303,60,14,1,2020-05-31,2024-12-25,4.4,4.42,4.55,4.58,4.42,4.72,4.42,t,53,49,4,0,1.08,248.03000000000003
10096,10096,city scrape,Apartamento perto do Metro,2020-01-23,,a few days or more,10%,75%,f,Brás de Pina,10.0,11.0,t,"Irajá, Rio de Janeiro, Brazil",Irajá,Entire rental unit,Entire home/apt,2,1.0,2.0,1.0,358.0,30,1125,30,30,1125,1125,t,23,53,83,83,0,0,0,,,,,,,,,,t,10,8,2,0,,60.86000000000001
10099,10099,city scrape,LINDO APTO. FRENTE MAR. AMZNG SEA FRONT APRT.,2015-06-05,"State of Rio de Janeiro, Brazil",within an hour,100%,98%,t,Copacabana,4.0,5.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,8,2.5,3.0,6.0,3399.0,4,1125,4,7,1125,1125,t,4,18,38,105,101,24,0,2020-03-09,2024-11-25,4.94,4.94,4.95,4.99,4.91,4.99,4.85,t,3,3,0,0,1.73,577.83
10103,10103,previous scrape,"RIO STAY FLAT-A/GSK, PARQUE OLÍMPICO, RIO CENTRO",2019-07-19,"Rio de Janeiro, Brazil",,,100%,f,,20.0,20.0,t,"Camorim, Rio de Janeiro, Brazil",Camorim,Entire serviced apartment,Entire home/apt,2,,,,,20,390,20,20,1125,1125,t,0,0,5,5,2,0,0,2020-09-07,2021-01-09,4.5,5.0,4.0,5.0,5.0,4.5,5.0,t,20,18,2,0,0.04,
10107,10107,city scrape,Rio Stay Flat - / Rio Centro,2019-07-19,"Rio de Janeiro, Brazil",,,100%,f,,20.0,20.0,t,,Camorim,Entire serviced apartment,Entire home/apt,2,1.5,1.0,1.0,1194.0,1,1000,1,1,1125,1125,t,0,0,4,4,12,0,0,2020-10-12,2023-11-05,4.75,4.75,4.92,4.67,4.58,4.67,4.25,t,20,18,2,0,0.23,202.98000000000002
10114,10114,city scrape,quarto privativo no melhor ponto da Urca,2012-07-08,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Urca,5.0,6.0,t,,Urca,Private room in earthen home,Private room,2,1.0,0.0,0.0,170.0,4,28,1,1,1125,1125,t,2,2,2,2,6,3,3,2023-01-02,2024-12-16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,4,0,4,0,0.25,28.900000000000002
10120,10120,city scrape,super flat em Ipanema,2019-12-12,,,,,f,Ipanema,2.0,2.0,t,,Ipanema,Entire serviced apartment,Entire home/apt,3,1.0,1.0,2.0,703.0,90,1125,90,90,1125,1125,t,30,60,90,90,0,0,0,,,,,,,,,,t,1,1,0,0,,119.51
10125,10125,city scrape,Apartamento Alto Laranjeiras,2015-02-19,"Niterói, Brazil",within an hour,100%,100%,f,,2.0,2.0,t,"Laranjeiras, Rio de Janeiro, Brazil",Laranjeiras,Entire condo,Entire home/apt,4,2.0,2.0,3.0,679.0,2,1125,2,3,1125,1125,t,16,41,53,53,164,34,1,2020-04-25,2024-11-28,4.84,4.9,4.81,4.88,4.88,4.87,4.76,t,1,1,0,0,2.88,115.43
10132,10132,city scrape,Design e Conforto no Coração de Copacabana,2013-12-13,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Leblon,14.0,17.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,979.0,5,90,5,10,90,1125,t,24,54,76,166,65,11,0,2020-02-24,2024-11-18,4.8,4.89,4.75,4.92,4.91,4.85,4.72,t,13,13,0,0,1.1,166.43
10145,10145,city scrape,Stúdio Copacabana  prox.metrô e praia,2016-05-29,Brazil,within an hour,100%,96%,t,Leblon,35.0,43.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,956.0,3,180,4,7,180,180,t,30,59,75,320,8,0,0,2020-10-13,2023-09-10,5.0,5.0,5.0,5.0,5.0,4.88,5.0,t,32,32,0,0,0.16,162.52
10149,10149,city scrape,Praia do Flamengo Aconchegante,2017-01-05,"State of Rio de Janeiro, Brazil",,,100%,f,Copacabana,3.0,3.0,t,"Rio de Janeiro, Brazil",Flamengo,Entire townhouse,Entire home/apt,4,1.0,1.0,1.0,380.0,4,1125,4,4,1125,1125,t,0,0,0,124,1,0,0,2020-02-26,2020-02-26,5.0,5.0,5.0,5.0,5.0,5.0,3.0,t,3,3,0,0,0.02,64.60000000000001
10157,10157,city scrape,C1+ Copacabana! Conforto junto à PRAIA & METRÔ,2019-12-16,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Copacabana,17.0,18.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,721.0,1,365,1,5,99,1125,t,19,44,69,337,83,9,2,2020-05-10,2024-12-06,4.95,4.95,4.78,4.94,4.92,4.88,4.82,t,17,17,0,0,1.47,122.57000000000001
10160,10160,previous scrape,Rio Stay Residence Suite  (B),2019-07-19,"Rio de Janeiro, Brazil",,,100%,f,,20.0,20.0,t,,Jacarepaguá,Private room in serviced apartment,Private room,2,,1.0,,,30,1000,30,30,1125,1125,t,0,0,5,5,1,0,0,2020-07-29,2020-07-29,5.0,5.0,5.0,5.0,5.0,5.0,4.0,t,20,18,2,0,0.02,
10163,10163,city scrape,Modern Luxury! 2-Suite Designer Apart. in Ipanema,2015-02-11,"Kailua, HI",within an hour,100%,98%,t,,1.0,1.0,t,"Ipanema, Rio de Janeiro, Brazil",Ipanema,Entire rental unit,Entire home/apt,4,2.5,2.0,3.0,1156.0,3,28,1,3,1125,1125,t,4,8,10,234,126,31,2,2020-08-16,2024-12-26,4.98,5.0,4.97,5.0,5.0,4.84,4.98,t,1,1,0,0,2.37,196.52
10164,10164,city scrape,C4+Luxo e conforto 1 quadra da Praia de Copacabana,2019-12-16,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Copacabana,17.0,18.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire loft,Entire home/apt,4,1.0,1.0,2.0,894.0,1,365,1,6,99,1125,t,11,24,32,277,149,55,2,2020-03-13,2024-12-23,4.92,4.91,4.79,4.99,4.98,4.91,4.84,t,17,17,0,0,2.55,151.98000000000002
10165,10165,city scrape,Kitnet Cantinho da Milene em Benfica Rj.,2020-02-23,,within an hour,100%,100%,t,,1.0,1.0,t,"Benfica, Rio de Janeiro, Brazil",Benfica,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,77.0,1,4,1,1,1125,1125,t,3,16,27,111,63,18,2,2020-06-12,2024-12-15,4.89,4.84,4.97,4.97,4.98,4.59,4.87,t,1,1,0,0,1.14,13.090000000000002
10172,10172,city scrape,Apartamento em Copacabana 2andar,2018-02-14,"Rio de Janeiro, Brazil",within an hour,100%,99%,t,Copacabana,9.0,10.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,900.0,3,30,3,5,1125,1125,t,2,28,58,153,86,32,2,2020-03-10,2024-12-02,4.91,4.91,4.95,4.98,4.98,4.98,4.91,t,7,7,0,0,1.47,153.0
10174,10174,city scrape,Lovely kit Posto 2 Copacabana,2013-04-02,"Rio de Janeiro, Brazil",within an hour,86%,79%,,Copacabana,33.0,65.0,t,,Copacabana,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,10000.0,4,60,4,4,1125,1125,t,30,60,90,90,22,6,0,2020-09-30,2024-03-31,4.68,4.73,4.73,4.91,4.91,4.77,4.64,t,12,12,0,0,0.43,1700.0000000000002
10175,10175,city scrape,Excelente apartamento de 2 quartos em Copacabana!!,2016-01-25,"State of Rio de Janeiro, Brazil",within an hour,100%,94%,f,Copacabana,6.0,9.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,1.5,2.0,4.0,2359.0,3,90,3,7,90,1125,t,0,3,17,71,38,3,0,2020-09-08,2024-10-28,4.79,4.84,4.74,4.95,4.89,4.84,4.68,t,6,6,0,0,0.72,401.03000000000003
10178,10178,city scrape,Apartamento na taquara (6 pessoas) O AP Queridinho,2020-03-17,,within an hour,100%,100%,f,,1.0,2.0,t,"Taquara, Rio de Janeiro, Brazil",Taquara,Entire rental unit,Entire home/apt,6,2.0,3.0,5.0,336.0,2,75,2,2,1125,1125,t,0,0,0,0,89,10,1,2020-06-23,2024-12-04,4.96,4.93,4.97,4.96,4.94,4.79,4.91,t,1,1,0,0,1.62,57.120000000000005
10179,10179,city scrape,Paz e Tranquilidade na Urca!!!,2011-07-07,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,,1.0,2.0,t,,Urca,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,1050.0,4,1125,4,4,1125,1125,t,4,5,25,300,71,19,1,2020-11-07,2024-12-20,4.93,4.86,4.72,4.96,5.0,4.97,4.82,t,1,1,0,0,1.41,178.5
10180,10180,city scrape,Ivo My House,2016-03-04,"Rio de Janeiro, Brazil",within an hour,99%,100%,f,Centro,6.0,9.0,t,"Centro, Rio de Janeiro, Brazil",Centro,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,287.0,1,21,1,1,1125,1125,t,5,30,51,225,442,88,6,2020-03-09,2024-12-21,4.84,4.91,4.86,4.91,4.82,4.86,4.9,t,6,6,0,0,7.56,48.790000000000006
10181,10181,city scrape,quartos  botafogo com 2 camas de solteiros,2020-02-26,"State of Rio de Janeiro, Brazil",within an hour,100%,100%,t,,3.0,4.0,t,"Botafogo, Rio de Janeiro, Brazil",Botafogo,Private room in home,Private room,2,1.0,3.0,4.0,236.0,2,89,2,2,1125,1125,t,2,26,49,49,16,7,1,2020-08-31,2024-12-09,4.81,4.94,4.88,5.0,5.0,4.94,4.88,t,3,0,3,0,0.3,40.120000000000005
10184,10184,city scrape,Large 3BDRs in Leblon w/ Garage | BM 647/405,2013-04-19,"Rio de Janeiro, Brazil",within an hour,98%,99%,f,Vidigal,247.0,431.0,t,"Rio de Janeiro, Brazil",Leblon,Entire rental unit,Entire home/apt,6,3.5,3.0,4.0,1227.0,2,90,2,5,90,90,t,7,37,60,335,68,5,2,2020-05-14,2024-12-08,4.51,4.65,4.49,4.81,4.74,4.91,4.44,t,241,241,0,0,1.21,208.59
10188,10188,city scrape,Nosso cantinho,2016-08-25,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,,1.0,1.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,900.0,2,1125,2,2,1125,1125,t,5,5,22,297,61,25,1,2023-02-20,2024-12-01,4.98,5.0,4.97,5.0,5.0,4.9,4.97,t,1,1,0,0,2.7,153.0
10193,10193,city scrape,"Melhor ponto da praia, um lindo e moderno studio.",2014-09-09,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,,1.0,1.0,t,"Rio de Janeiro , Rio de Janeiro, Brazil",Barra da Tijuca,Entire condo,Entire home/apt,4,1.0,1.0,2.0,799.0,2,1125,2,2,1125,1125,t,4,5,23,203,72,13,0,2021-06-15,2024-11-25,4.97,4.97,4.96,4.93,5.0,4.96,4.83,t,1,1,0,0,1.67,135.83
10198,10198,city scrape,Triplex exclusivo para curtir momentos incríveis,2016-07-28,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,,3.0,3.0,t,,Laranjeiras,Entire rental unit,Entire home/apt,12,5.0,6.0,6.0,9857.0,1,1125,1,1,1125,1125,t,2,13,20,251,57,4,0,2020-06-04,2024-03-17,4.67,4.75,4.6,4.95,4.82,4.93,4.72,t,3,3,0,0,1.03,1675.69
10208,10208,city scrape,Lindo apart. a 300m da Praia do Leme,2015-10-08,"Rio de Janeiro, Brazil",within an hour,100%,99%,,Complexo da Maré,12.0,12.0,t,"Botafogo, Rio de Janeiro, Brazil",Botafogo,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,480.0,10,120,10,10,1125,1125,t,19,46,63,97,33,7,0,2020-05-19,2024-09-28,4.85,4.97,4.61,4.97,5.0,4.88,4.66,t,5,5,0,0,0.59,81.60000000000001
10219,10219,city scrape,Timeless Art-Deco Mansion w/ Stunning City Views,2010-01-16,"Rio de Janeiro, Brazil",within an hour,100%,94%,t,Ipanema,7.0,33.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire home,Entire home/apt,16,7.0,7.0,7.0,3829.0,2,60,2,4,60,60,t,13,22,37,299,74,10,0,2020-03-25,2024-11-17,4.8,4.76,4.85,4.95,4.88,4.36,4.77,t,6,5,1,0,1.28,650.9300000000001
10222,10222,city scrape,C2+Linda vista de Copacabana junto à PRAIA & METRÔ,2019-12-16,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Copacabana,17.0,18.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire loft,Entire home/apt,4,1.0,1.0,2.0,682.0,1,1125,1,6,99,1125,t,5,14,32,300,84,21,3,2020-05-08,2024-12-16,4.92,4.92,4.75,4.96,5.0,4.93,4.93,t,17,17,0,0,1.49,115.94000000000001
10223,10223,city scrape,"Modern Leblon av Cupertino, near beach with 24h do",2011-05-28,"Rio de Janeiro, Brazil",within an hour,100%,98%,t,Consolacao,16.0,24.0,t,,Leblon,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,2912.0,2,366,2,2,366,366,t,5,18,48,284,18,0,0,2021-03-07,2023-05-30,4.94,4.94,4.89,4.78,5.0,5.0,4.83,t,8,8,0,0,0.39,495.04
10227,10227,city scrape,"Apê na Barra, ao lado do Parque Olímpico, Jeunesse",2015-02-04,"Rio de Janeiro, Brazil",within an hour,100%,99%,t,Ipanema,42.0,73.0,t,,Jacarepaguá,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,705.0,3,90,2,5,90,1125,t,26,56,56,56,69,9,0,2020-03-14,2024-11-14,4.86,4.91,4.71,4.78,4.86,4.86,4.8,t,39,39,0,0,1.18,119.85000000000001
10229,10229,city scrape,Flats Midas Rio - A (Wi-Fi Rápido),2020-01-27,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Jacarepaguá,23.0,24.0,t,"Jacarepaguá, Rio de Janeiro, Brazil",Jacarepaguá,Entire condo,Entire home/apt,2,1.0,1.0,1.0,428.0,6,89,2,7,89,89,t,0,5,28,58,82,28,3,2020-06-16,2024-12-16,4.87,4.94,4.88,4.98,4.91,4.79,4.87,t,22,22,0,0,1.49,72.76
10230,10230,city scrape,FLATS Midas Rio - B (Fast Wi-Fi),2020-01-27,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Jacarepaguá,23.0,24.0,t,"Jacarepaguá, Rio de Janeiro, Brazil",Jacarepaguá,Entire condo,Entire home/apt,2,1.0,1.0,1.0,325.0,3,27,2,5,27,27,t,23,53,83,83,189,40,4,2020-06-06,2024-12-18,4.88,4.89,4.92,4.94,4.94,4.84,4.87,t,22,22,0,0,3.4,55.25000000000001
10231,10231,city scrape,Flats Midas Rio - C (400Mbps Wifi),2020-01-27,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Jacarepaguá,23.0,24.0,t,"Jacarepaguá, Rio de Janeiro, Brazil",Jacarepaguá,Entire condo,Entire home/apt,2,1.0,1.0,1.0,341.0,3,88,2,5,88,88,t,11,41,67,97,168,21,3,2020-06-09,2024-12-26,4.9,4.94,4.9,4.93,4.98,4.81,4.84,t,22,22,0,0,3.03,57.970000000000006
10232,10232,previous scrape,Rio Stay - apartamento- Suite-A deluxe,2019-07-19,"Rio de Janeiro, Brazil",,,100%,f,,20.0,20.0,t,,Camorim,Private room in loft,Private room,2,,1.0,,,4,980,4,4,1125,1125,t,0,0,5,5,0,0,0,,,,,,,,,,t,20,18,2,0,,
10235,10235,city scrape,Studio em Copacabana próximo do metrô e da praia,2013-01-07,"Rio de Janeiro, Brazil",within an hour,96%,100%,f,Copacabana,13.0,18.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,1038.0,2,90,2,5,90,1125,t,4,24,29,224,112,17,0,2020-06-21,2024-09-24,4.73,4.77,4.68,4.81,4.72,4.82,4.68,t,13,13,0,0,2.03,176.46
10237,10237,city scrape,Selina Lapa Rio de Janeiro - Family Room,2019-09-23,"State of Rio de Janeiro, Brazil",within an hour,60%,100%,f,Lapa,6.0,7.0,t,"Centro, Rio de Janeiro, Brazil",Centro,Room in hotel,Private room,4,1.0,1.0,4.0,8904.0,1,365,1,1,365,365,t,24,29,29,29,6,0,0,2021-09-07,2023-11-15,4.5,4.67,4.67,4.33,4.5,5.0,4.33,t,6,0,2,0,0.15,1513.68
10240,10240,city scrape,Apto 1 quarto e ampla varanda vista total para Mar,2017-04-23,"State of Rio de Janeiro, Brazil",within a few hours,90%,96%,f,,1.0,1.0,t,"Barra da Tijuca, Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,410.0,3,1125,3,3,1125,1125,t,1,5,28,30,170,19,0,2020-05-10,2024-11-25,4.84,4.89,4.81,4.95,4.92,4.97,4.81,t,1,1,0,0,3.01,69.7
10243,10243,city scrape,Flats Midas Rio - D (400Mbps Wi-fi),2020-01-27,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Jacarepaguá,23.0,24.0,t,"Jacarepaguá, Rio de Janeiro, Brazil",Jacarepaguá,Entire condo,Entire home/apt,2,1.0,1.0,1.0,410.0,6,85,2,6,85,85,t,11,40,65,95,106,20,1,2020-06-08,2024-12-16,4.92,4.97,4.9,4.99,4.95,4.81,4.91,t,22,22,0,0,1.91,69.7
10250,10250,city scrape,Flats Midas Rio - E (Fast Wi-Fi),2020-01-27,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Jacarepaguá,23.0,24.0,t,"Jacarepaguá, Rio de Janeiro, Brazil",Jacarepaguá,Entire condo,Entire home/apt,2,1.0,1.0,1.0,478.0,3,88,2,5,88,88,t,15,45,68,98,83,20,0,2020-06-12,2024-10-18,4.92,4.95,4.93,5.0,4.99,4.78,4.81,t,22,22,0,0,1.5,81.26
10257,10257,city scrape,Rio Natureza apart 111,2014-11-08,"Rio de Janeiro, Brazil",within an hour,100%,67%,f,Itanhangá,13.0,15.0,t,"Jacarepaguá, Rio de Janeiro, Brazil",Jacarepaguá,Entire condo,Entire home/apt,3,1.0,1.0,2.0,510.0,2,90,2,2,90,1125,t,28,58,88,268,1,0,0,2020-10-11,2020-10-11,3.0,5.0,1.0,3.0,3.0,4.0,2.0,t,13,13,0,0,0.02,86.7
10266,10266,city scrape,"Unhotel - Studio Atlântica, Praia de Copa- Posto 6",2014-09-15,"Rio de Janeiro, Brazil",within an hour,100%,99%,f,Copacabana,54.0,59.0,t,,Copacabana,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,986.0,2,1125,2,7,30,1125,t,4,10,32,254,104,7,0,2020-07-05,2024-04-21,4.74,4.75,4.83,4.73,4.77,4.78,4.71,t,51,51,0,0,1.9,167.62
10267,10267,city scrape,"Mar, Lagoa, Vista Incrível em Ipanema",2020-06-01,"State of Rio de Janeiro, Brazil",within an hour,100%,99%,,Flamengo,20.0,22.0,t,,Ipanema,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,1744.0,2,90,2,7,90,90,t,5,33,63,93,88,22,1,2020-09-28,2024-12-03,4.67,4.72,4.57,4.63,4.72,4.91,4.63,t,11,11,0,0,1.7,296.48
10268,10268,city scrape,Copacabana 4 pessoas Pertinho da Praia,2020-06-01,"State of Rio de Janeiro, Brazil",within an hour,100%,99%,,Flamengo,20.0,22.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,691.0,1,90,1,5,90,90,t,7,37,62,92,32,12,1,2020-11-04,2024-12-13,4.44,4.38,4.5,4.59,4.69,4.88,4.47,t,11,11,0,0,0.63,117.47000000000001
10270,10270,city scrape,Rio Sunset Arpoador!,2017-10-30,"Rio de Janeiro, Brazil",within an hour,100%,99%,t,Copacabana,46.0,48.0,t,,Ipanema,Entire rental unit,Entire home/apt,4,2.5,2.0,2.0,1566.0,1,90,1,5,90,90,t,10,31,61,61,97,9,1,2020-09-16,2024-11-30,4.34,4.37,4.3,4.72,4.69,4.97,4.51,t,14,14,0,0,1.86,266.22
10276,10276,city scrape,Excelente Apartamento com vista mar e CRedentor,2020-06-13,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Copacabana,14.0,16.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire serviced apartment,Entire home/apt,4,1.0,1.0,2.0,1233.0,2,1125,1,5,1125,1125,t,6,27,39,119,164,14,0,2020-08-16,2024-11-17,4.74,4.8,4.67,4.9,4.8,4.95,4.77,t,14,14,0,0,3.08,209.61
10279,10279,city scrape,Agradável apartamento em Ipanema,2012-05-11,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Ipanema,4.0,4.0,t,,Ipanema,Entire condo,Entire home/apt,4,1.0,1.0,1.0,900.0,5,90,4,7,1125,1125,t,7,24,47,136,28,3,0,2020-10-17,2024-09-14,4.86,4.89,4.96,5.0,5.0,4.96,4.82,t,3,3,0,0,0.55,153.0
10280,10280,city scrape,Lindo apartamento na praia do Recreio,2020-01-09,"Rio de Janeiro, Brazil",,,,f,,1.0,1.0,t,,Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,2300.0,1,1125,1,1,1125,1125,t,30,60,90,365,0,0,0,,,,,,,,,,t,1,1,0,0,,391.0
